STDR_YYQU_CD,SIGNGU_CD,SIGNGU_CD_NM,TOT_FLPOP_CO,ML_FLPOP_CO,FML_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,TMZON_00_06_FLPOP_CO,TMZON_06_11_FLPOP_CO,TMZON_11_14_FLPOP_CO,TMZON_14_17_FLPOP_CO,TMZON_17_21_FLPOP_CO,TMZON_21_24_FLPOP_CO,MON_FLPOP_CO,TUES_FLPOP_CO,WED_FLPOP_CO,THUR_FLPOP_CO,FRI_FLPOP_CO,SAT_FLPOP_CO,SUN_FLPOP_CO
20191,11110,종로구,75174943,37418997,37755946,7564574,13679161,11910027,12384192,11754115,17882874,14655604,14832139,11824178,12211675,13640263,8011084,10868420,10875292,11083725,11343757,11319451,10325349,9358949
20191,11140,중구,64615409,32160550,32454860,5139538,10698647,12385050,11374093,10386764,14631316,11513954,13188050,10779078,10931280,11668403,6534645,9630185,9564536,9795540,10122990,9997620,8235164,7269374
20191,11170,용산구,68174599,32470460,35704139,8126790,11295328,12955266,11351904,9129935,15315376,17463225,14385402,8458553,8341597,11038415,8487409,9674691,9681827,9747796,9814186,9849363,9714954,9691783
20191,11200,성동구,78288748,37443521,40845228,11073286,12524424,13321227,12144623,11404624,17820566,19727064,16467406,9552560,9544559,13141971,9855189,11168653,11195181,11254695,11323103,11285456,11103159,10958501
20191,11215,광진구,100448729,47239683,53209045,14991774,17886384,16168074,14857188,14833448,21711862,28147177,20652143,10966929,10899418,16172330,13610731,14129528,14141085,14180894,14176822,14258738,14720356,14841308
20191,11230,동대문구,111561333,53751606,57809725,14788033,19949591,15618179,15718568,15994153,29492808,28288523,23362468,13851463,13804324,18284586,13969969,15901503,15879650,15937913,15972975,15850477,16001728,16017086
20191,11260,중랑구,105726619,49350033,56376586,15483572,13673366,15490425,15398860,17640132,28040266,29390652,21831529,11736152,11635660,17024606,14108020,14939472,14953301,14882939,14798477,14820778,15489154,15842499
20191,11290,성북구,127926756,58736958,69189799,22049933,20306203,16889915,19048193,17977731,31654783,33978158,26487720,14882236,14832659,21083697,16662287,18104844,18099477,18122319,18132026,18090584,18529247,18848259
20191,11305,강북구,105252544,48154372,57098172,14895102,14080285,13389190,15606484,16548731,30732751,28984934,21594559,11801179,11747050,17056595,14068226,14873596,14924309,14817027,14740748,14788366,15371596,15736902
20191,11320,도봉구,71005994,32645226,38360768,11085982,8584645,9130708,10416144,11274621,20513893,19348007,14741785,8036560,7985441,11491953,9402249,10033682,10088046,10010291,9931175,9953787,10359203,10629811
20191,11350,노원구,107151857,49434539,57717318,19430850,15134986,12617844,16195713,16523022,27249441,28209631,21970342,12437584,12528499,17975233,14030568,15102349,15088076,15117962,15045247,15075703,15739178,15983339
20191,11380,은평구,103508363,47071450,56436913,17102770,12810533,14745196,15953690,15411578,27484597,29500626,21498752,11165231,11016892,16299214,14027648,14614392,14624876,14567743,14488482,14528386,15175295,15509190
20191,11410,서대문구,98668647,45422060,53246586,13969790,18183332,14879151,15151725,13648766,22835882,24993010,20413769,12198567,12137870,16484311,12441120,14121187,14208322,14250533,14333228,14220687,13833107,13701583
20191,11440,마포구,123335129,56578430,66756699,16993237,24795593,22778527,19844337,15306759,23616676,30311990,24872383,15400686,15694443,21481197,15574427,17434241,17473396,17620755,17783604,17907822,17815258,17300054
20191,11470,양천구,83965370,39218646,44746724,16770222,9778053,11514329,13670924,12775666,19456178,23423983,17400691,9306613,9217365,13393333,11223387,11859285,11867482,11866720,11813923,11871043,12249928,12436990
20191,11500,강서구,121640307,56650222,64990085,19857178,16380428,21126446,18540394,17062946,28672916,33998528,25511876,13579381,13284166,19090966,16175390,17221643,17197504,17227849,17173287,17190355,17658345,17971324
20191,11530,구로구,82988135,40034627,42953506,11717510,10642666,13582449,13609430,12851678,20584401,22189189,17237612,9672121,9586933,13527714,10774565,11810367,11793117,11792188,11745449,11726961,11870170,12249882
20191,11545,금천구,39866580,19527604,20338978,4837492,5516945,6624985,6267026,6704885,9915249,10974828,8220991,4522997,4497691,6373869,5276204,5695190,5694903,5676054,5649366,5651434,5704858,5794778
20191,11560,영등포구,113880582,55432558,58448023,13828575,16821290,19943412,18349018,17730368,27207918,27789327,23723621,14445382,14532177,19255978,14134098,16255722,16237151,16320662,16396043,16442611,16121121,16107271
20191,11590,동작구,92500683,43344820,49155862,13264957,17199271,14705733,12726774,12273901,22330046,25469235,19272009,10377497,10265061,14862891,12253988,13096707,13095201,13106032,13106494,13097681,13460944,13537625
20191,11620,관악구,139993667,68197888,71795779,15889390,31787956,25099957,19065034,17379850,30771480,39092357,29051705,15240015,15079027,22554939,18975625,19567492,19553256,19575826,19559627,19698685,20839390,21199394
20191,11650,서초구,105131288,50420479,54710810,15196381,16146316,19027188,18460409,14163210,22137781,23698918,21864421,14585110,14533268,18159738,12289833,15302817,15232665,15531383,15819004,15721684,14151036,13372697
20191,11680,강남구,147492570,71430324,76062248,19657786,26063703,30624975,26649236,18149611,26347258,30439501,30081392,21950299,22168431,26394897,16458049,21606217,21585022,22145584,22757823,22510358,19272228,17615338
20191,11710,송파구,130418379,60778223,69640155,21607514,17152138,21555857,20388599,19647761,30066511,35359205,27031848,15061210,14912161,21057819,16996137,18498928,18468783,18577817,18633543,18649970,18786945,18802391
20191,11740,강동구,115429568,54343847,61085721,19178168,13909145,17187345,17796400,18153732,29204779,31832471,24054494,13042720,12888262,18397288,15214332,16338535,16264488,16329888,16298052,16373793,16754439,17070372
20192,11110,종로구,50324006,24819913,25504092,5415151,9086506,7986328,8256277,7809021,11770723,9850418,10055025,7939972,8040965,9062760,5374865,7328389,7496770,7601418,7456949,7508338,6821802,6110340
20192,11140,중구,43471851,21484256,21987595,3502763,7272969,8428202,7646379,6942069,9679470,7708650,8958087,7303077,7313657,7812523,4375858,6554809,6710077,6772834,6601246,6656884,5430309,4745692
20192,11170,용산구,45072124,21292271,23779852,5592230,7514087,8677856,7551252,5977980,9758721,11543270,9542655,5603963,5511346,7270753,5600137,6421983,6458868,6507839,6483373,6506016,6354742,6339303
20192,11200,성동구,50977019,24109114,26867905,7272329,8358720,8789653,7957521,7311661,11287135,12884319,10717711,6184091,6210618,8549762,6430518,7311894,7329412,7382893,7350170,7341279,7162404,7098966
20192,11215,광진구,64796817,30182167,34614650,9842551,11924928,10522191,9607268,9308384,13591494,18286523,13302055,7004321,6965498,10406437,8831982,9151690,9115982,9163213,9207960,9189976,9432132,9535864
20192,11230,동대문구,73936516,35254062,38682454,10081172,14234078,10215814,10223204,10294805,18887442,18843566,15486318,9117129,9067217,12130007,9292280,10604792,10580811,10650630,10622093,10541922,10444722,10491546
20192,11260,중랑구,67520580,31285392,36235188,9876331,8692470,9956724,9915884,11221286,17857887,18973616,13870852,7378258,7326919,10871460,9099475,9553435,9460543,9494773,9573391,9526906,9817993,10093539
20192,11290,성북구,82589455,37538655,45050800,14557115,13669735,10926556,12202208,11399029,19834814,22113480,17026577,9494239,9512261,13620708,10822191,11728642,11685051,11755387,11795923,11684997,11838765,12100690
20192,11305,강북구,67021793,30230262,36791530,9462781,8992286,8623859,9940293,10514386,19488189,18612687,13692091,7425754,7401403,10859162,9030696,9471306,9391302,9439414,9510686,9481457,9722451,10005175
20192,11320,도봉구,45112056,20481649,24630407,7121413,5434414,5855584,6565746,7120776,13014122,12407184,9325639,5037304,5021722,7297186,6023022,6386931,6328047,6357491,6384660,6345235,6539929,6769766
20192,11350,노원구,69144031,31759359,37384672,12917420,9768667,8129954,10455185,10566811,17305996,18312263,14138779,7941341,8014787,11621526,9115334,9764407,9699951,9768311,9813933,9773839,10066651,10256939
20192,11380,은평구,66573828,29980513,36593315,11230971,8170507,9607638,10289179,9810840,17464693,19191893,13790243,7070688,6986524,10443137,9091343,9408447,9350174,9376537,9437611,9380929,9671868,9948263
20192,11410,서대문구,64935425,29556683,35378742,9472619,12362512,9941563,9976044,8771850,14410837,16538148,13455902,8001903,7950491,10782987,8205995,9339652,9431615,9481501,9450225,9391686,8954175,8886572
20192,11440,마포구,80783414,36759191,44024223,11110114,16593459,15114393,13008325,9843174,15113947,20001383,16342629,10030006,10150007,13994379,10265010,11488149,11565302,11648662,11618391,11681694,11538968,11242250
20192,11470,양천구,53486201,24798761,28687440,10892900,6041003,7413320,8802503,8106899,12229578,15041356,11036149,5840189,5813346,8548862,7206299,7591284,7514117,7545699,7577238,7563700,7763857,7930308
20192,11500,강서구,77634005,35936456,41697549,12771252,10407259,13697256,11985122,10800107,17973010,21871720,16243326,8561814,8391109,12175459,10390575,11041143,10965493,11031150,11058065,10993616,11128943,11415595
20192,11530,구로구,53082242,25570595,27511647,7606759,6775140,8754910,8806601,8198539,12940292,14338328,10994485,6113268,6067456,8630453,6938252,7578208,7516010,7567586,7577843,7527947,7517855,7796794
20192,11545,금천구,25722481,12548737,13173744,3090660,3562402,4345914,4078307,4328220,6316978,7147589,5296709,2880144,2868287,4103838,3425915,3677767,3655522,3669879,3672935,3665776,3641235,3739369
20192,11560,영등포구,72798107,35299510,37498597,8977610,10726813,12989248,11838220,11213661,17052556,17934842,15182917,9144761,9192352,12265088,9078148,10433641,10438868,10528647,10429920,10499352,10209086,10258592
20192,11590,동작구,60143936,27990498,32153438,8936968,11457699,9584749,8301439,7797942,14065139,16743654,12486177,6656716,6591872,9642329,8023190,8549181,8519807,8559391,8591606,8512437,8653139,8758376
20192,11620,관악구,89944310,43537721,46406590,10279418,20592092,16404515,12296492,10969372,19402422,25429138,18661039,9630723,9520045,14421662,12281704,12615985,12551775,12614999,12720176,12648906,13205461,13587009
20192,11650,서초구,68383528,32622965,35760563,10095256,10256627,12595360,12258163,9155993,14022129,15456097,14293148,9438701,9396684,11779705,8019192,10041655,10137939,10214315,10054900,10151110,9114037,8669573
20192,11680,강남구,96578493,46565450,50013044,12926439,16832389,20484232,17782570,11810752,16742111,19961212,19841027,14396006,14480761,17165356,10734131,14325283,14649625,14762440,14403270,14604886,12421488,11411502
20192,11710,송파구,84292533,38953784,45338749,14154566,10992869,14189827,13353641,12572583,19029047,22943725,17360367,9630794,9592456,13689477,11075715,11991807,11938668,12009856,12038226,12040851,12086377,12186746
20192,11740,강동구,73621361,34420315,39201046,12441575,8683917,11041879,11479027,11507545,18467417,20528864,15268416,8200928,8124229,11713796,9785128,10442491,10362129,10432826,10453454,10453294,10598305,10878861
20193,11110,종로구,72866677,36216450,36650227,7614073,13082636,11740681,12039536,11414066,16975690,14319389,14526468,11381944,11586156,13215461,7837261,10733843,11024649,11031232,10698575,10749284,9728368,8900728
20193,11140,중구,64019008,31767271,32251737,5056489,10789855,12635324,11360412,10066439,14110488,11497054,13269827,10649307,10691960,11460247,6450612,9787974,10087146,9994400,9591882,9596978,7873490,7087140
20193,11170,용산구,65924850,31380826,34544025,8075297,11014180,12774632,11112282,8827317,14121142,16949267,13914846,8133669,8018219,10656023,8252825,9464237,9483897,9503211,9419661,9441168,9289449,9323228
20193,11200,성동구,76146644,36127727,40018916,10718598,12391960,13314184,12049408,10981721,16690773,19231252,15987910,9276117,9305687,12751866,9593813,10991611,11078144,11077823,10909713,10872223,10641220,10575910
20193,11215,광진구,95386560,44578065,50808495,14143157,17465733,15659895,14261872,13849823,20006080,26881929,19557112,10331509,10281016,15335482,12999512,13536539,13545754,13605604,13522251,13379278,13805822,13991315
20193,11230,동대문구,106974585,51262806,55711778,13881936,19463084,15183256,15186711,15293557,27966042,27268560,22395103,13196756,13116135,17524177,13473856,15392106,15448977,15451647,15242082,15072766,15132001,15235005
20193,11260,중랑구,100602726,46931448,53671278,14611271,13159216,14924295,14713536,16754809,26439600,28155227,20672009,11076990,10993290,16187393,13517816,14228142,14183700,14223127,14227419,14097052,14633108,15010179
20193,11290,성북구,121971423,55919929,66051495,20968303,19702455,16412784,18251386,17179238,29457258,32491476,25129299,14098053,14123480,20130113,15999002,17366595,17397315,17457224,17316625,17094007,17470905,17868753
20193,11305,강북구,100266435,45682903,54583532,14283707,13718021,12961921,14807558,15617080,28878148,27686545,20481271,11212666,11182886,16249543,13453525,14160878,14139673,14192959,14214778,14118575,14558461,14881110
20193,11320,도봉구,66129851,30341377,35788474,10087470,8199609,8660642,9648111,10534105,18999915,18068065,13696186,7443244,7410487,10713242,8798625,9333965,9308278,9340226,9374452,9287816,9603755,9881361
20193,11350,노원구,102879733,47356765,55522968,18926352,14634141,12129284,15588545,15878634,25722778,27145329,21002277,11904304,12018701,17281810,13527310,14561020,14539326,14595721,14504893,14401554,15011364,15265856
20193,11380,은평구,99519165,45041447,54477717,16533646,12524957,14436915,15404433,14741463,25877752,28586461,20645401,10662604,10523417,15582534,13518748,14058561,14026807,14075342,14085308,13935820,14509178,14828147
20193,11410,서대문구,94350147,43386869,50963278,13408326,17550402,14747775,14790548,12951031,20902065,23827581,19469862,11692329,11690424,15733504,11936445,13676464,13834257,13854473,13612646,13466329,12957771,12948205
20193,11440,마포구,120836413,55172424,65663988,16644535,24864154,22756283,19581249,14841338,22148854,29854387,24360141,15025353,15296629,20971595,15328306,17332023,17504399,17503091,17238663,17244028,17131930,16882278
20193,11470,양천구,80189583,37429280,42760303,15982152,9464234,11115012,13216791,12188732,18222663,22415727,16578065,8878877,8809386,12784850,10722676,11404248,11376677,11396151,11336264,11236482,11576750,11863012
20193,11500,강서구,114221550,53232280,60989272,18688976,15706189,20240507,17635148,15846679,26104051,32120808,23880138,12676734,12424626,17881318,15237925,16308975,16265362,16299479,16219623,16002142,16369791,16756180
20193,11530,구로구,80086633,38641930,41444702,11398764,10538021,13306555,13340671,12295472,19207150,21491591,16617811,9305024,9252214,13017868,10402124,11484510,11422640,11450535,11384586,11304521,11328978,11710866
20193,11545,금천구,38465624,18840426,19625199,4607175,5451923,6560622,6084624,6426983,9334295,10674523,7935174,4332810,4307884,6111144,5104090,5504632,5500531,5510423,5494501,5444980,5452355,5558203
20193,11560,영등포구,109241151,53127869,56113282,13450636,16578608,19799860,17744153,16645740,25022153,26732259,22805164,13815537,13882554,18426790,13578848,15777886,15877774,15876585,15593452,15578997,15206010,15330448
20193,11590,동작구,88851271,41460414,47390857,12916881,16579033,14404758,12438919,11719952,20791730,24691696,18476467,9873719,9775026,14213541,11820823,12672901,12682905,12688505,12613055,12457483,12781962,12954461
20193,11620,관악구,133036219,64632847,68403371,14954613,30713338,24364428,18323265,16245012,28435562,37381862,27600997,14405878,14244480,21330456,18072545,18748785,18741871,18771733,18728147,18471424,19491634,20082623
20193,11650,서초구,103306531,49361732,53944799,15420545,16072607,18933798,18490850,13840594,20548137,23284980,21540094,14282804,14233828,17831916,12132909,15348861,15586642,15545090,15085090,15045486,13615316,13080045
20193,11680,강남구,146286467,70602334,75684134,20362854,26136727,30668916,26969941,17788272,24359758,30153924,29889454,21810292,22045281,26131115,16256402,22042199,22604933,22506381,21639200,21565433,18575579,17352743
20193,11710,송파구,127165795,59119402,68046394,21142580,17049881,21495794,20139372,18976782,28361386,34547881,26286870,14594427,14488942,20564762,16682913,18218509,18267713,18290361,18087603,17936426,18091657,18273524
20193,11740,강동구,110111693,51483694,58627998,18216014,13390322,16653519,17130198,17233089,27488548,30531253,22837539,12377850,12268328,17517858,14578866,15692704,15668524,15696600,15574997,15437846,15811266,16229756
20194,11110,종로구,76495881,37875545,38620336,8111276,13915955,12039135,12491017,12019320,17919179,14901900,15025980,12056375,12364959,13954339,8192327,11040007,11309434,11282331,11432787,11432011,10567891,9431422
20194,11140,중구,66327227,32848029,33479198,5330453,11076346,12896158,11730202,10641800,14652266,11673803,13623773,11170899,11225970,11979270,6653512,10063303,10293835,9977984,10034652,10251716,8341928,7363811
20194,11170,용산구,69576579,33031714,36544866,8483645,11666304,13515662,11800589,9396113,14714268,17823709,14654826,8594116,8471498,11317942,8714489,9918368,9961448,9944297,9912445,10006174,9976245,9857605
20194,11200,성동구,80196256,38048788,42147469,11506875,13202161,14035636,12615981,11497068,17338535,20120507,16828815,9816184,9856803,13499985,10073963,11521954,11545976,11530970,11519908,11542334,11331828,11203284
20194,11215,광진구,97809680,45725400,52084280,14569273,18242914,16031481,14609721,14138967,20217325,27528334,20113962,10573036,10516321,15756793,13321232,13823136,13767135,13926109,13845340,13791074,14240745,14416142
20194,11230,동대문구,112453756,53751938,58701818,14809752,21752424,15866900,15759242,15767305,28498133,28671531,23599712,13912051,13773635,18355106,14141721,16101823,16089954,16132622,16055144,15977973,16025703,16070539
20194,11260,중랑구,102489131,47805916,54683215,14906895,13262033,15211560,15123812,17148809,26836024,28781478,21121122,11240499,11148639,16435091,13762303,14524229,14416756,14531947,14470242,14305644,14895432,15344882
20194,11290,성북구,127462439,58270277,69192162,22253729,21468603,17075512,18815816,17686160,30162620,34010284,26283668,14689654,14707145,21044847,16726839,18132935,18064144,18222515,18146934,17882210,18303689,18710013
20194,11305,강북구,103794278,47207083,56587195,14865692,14107483,13359631,15274617,16217683,29969173,28634315,21234776,11596964,11561051,16840417,13926752,14658719,14570894,14723575,14685517,14583233,15079579,15492761
20194,11320,도봉구,67678784,31053509,36625276,10415157,8337372,8872902,9905897,10793208,19354248,18463166,14069690,7611275,7574332,10970425,8989898,9602589,9566381,9604538,9533874,9427565,9795211,10148627
20194,11350,노원구,107472368,49584734,57887635,20112012,15306006,12652760,16272125,16416542,26712923,28326391,21981473,12432415,12543010,18072796,14116285,15186465,15114433,15228201,15189277,15087187,15676392,15990416
20194,11380,은평구,102946362,46678457,56267904,17240013,12778380,15068706,16049230,15301689,26508340,29562504,21415258,10992130,10838248,16147680,13990541,14531861,14457808,14615136,14544012,14391389,15002746,15403409
20194,11410,서대문구,97356524,44671705,52684821,13854543,18796310,15161279,15190210,13294884,21059297,24323508,20082522,12161414,12160544,16347601,12280933,14096923,14192954,14136321,14089739,14012069,13443753,13384767
20194,11440,마포구,124425254,56719442,67705812,17055398,25830906,23428681,20222164,15366459,22521645,30580718,25049806,15518330,15811153,21698136,15767109,17663540,17761314,17808858,17813201,17986426,17944889,17447025
20194,11470,양천구,82717728,38653798,44063929,16771353,9465177,11480857,13682519,12570304,18747515,23174354,17152535,9107883,9041332,13186388,11055236,11753569,11671263,11727621,11698506,11616975,11984497,12265298
20194,11500,강서구,118127682,55011849,63115834,19408770,15962163,21019488,18396610,16368358,26972295,33189864,24699627,13098434,12835139,18534361,15770259,16834615,16742947,16862255,16749815,16610986,16950292,17376773
20194,11530,구로구,80971383,39186657,41784727,11710745,10534918,13416877,13513749,12377063,19418033,21739243,16798125,9381893,9324524,13178651,10548947,11586360,11501215,11514290,11467837,11394332,11542518,11964831
20194,11545,금천구,39594986,19406084,20188902,4782861,5494290,6760894,6271478,6590146,9695319,11017837,8171088,4440756,4412751,6291281,5261272,5688341,5641407,5653786,5629516,5586214,5626822,5768900
20194,11560,영등포구,110532416,53961576,56570840,13656833,16605518,20091584,18110583,16985794,25082105,27104545,23086115,13959790,14006488,18624333,13751144,15882136,15886297,15781890,15741073,15892080,15698838,15650102
20194,11590,동작구,93491403,43664920,49826483,13613817,17839236,15149586,13121641,12241285,21525838,25863438,19443868,10404105,10296910,15050819,12432261,13303773,13253022,13327743,13267562,13155105,13554432,13629765
20194,11620,관악구,136684609,66357519,70327091,15358830,31441415,25148495,18933997,16795607,29006266,38383818,28428270,14751620,14564581,21953611,18602709,19184280,19088968,19337214,19251958,19041848,20121053,20659287
20194,11650,서초구,104483378,49880698,54602682,15593198,15569581,19173764,18947744,14221725,20977369,23716792,21687255,14288344,14285034,18152966,12352988,15384090,15471809,15135899,15187259,15494227,14380870,13429226
20194,11680,강남구,149817205,72091739,77725467,20359062,26177573,31754168,27846548,18534858,25144995,30905459,30497264,22313781,22545414,26837558,16717729,22494057,22793743,22053986,22160446,22756158,19585342,17973473
20194,11710,송파구,130745114,60942236,69802877,22044031,17044047,22233542,20904454,19591187,28927851,35460680,27111298,14997094,14880155,21172070,17123816,18629749,18575209,18646411,18622325,18622192,18790287,18858941
20194,11740,강동구,114302309,53302236,61000072,19263960,13506049,17318574,18061761,17798842,28353123,31688399,23759030,12809599,12684841,18206566,15153876,16235664,16127452,16242841,16168215,16112024,16500716,16915399
20201,11110,종로구,68373459,34319316,34054145,6910651,12116383,10980256,11513146,11077605,15775419,13992725,13893418,10451807,10588205,12048295,7399010,10028475,10305292,10211025,10273247,10117430,9009413,8428578
20201,11140,중구,60935077,30631104,30303971,4541396,9850497,12051270,11108587,10056432,13326892,11071621,12835670,10083485,10108584,10720094,6115624,9184343,9540294,9378148,9504825,9273361,7328480,6725627
20201,11170,용산구,69328914,33255338,36073576,8209395,11344105,13610916,11895586,9540097,14728815,17788152,14613653,8521973,8420001,11298485,8686648,9915506,9961330,9952034,9964600,9961670,9769539,9804237
20201,11200,성동구,80097955,38103010,41994945,11426002,12958952,14174665,12752257,11572939,17213139,19884619,16790679,9958094,9961602,13516570,9986391,11497506,11585591,11570278,11578692,11500000,11218954,11146934
20201,11215,광진구,98472026,46180306,52291719,14532047,18029016,16312441,14844019,14354843,20399658,27414015,20234295,10825245,10756763,15940129,13301579,13967576,13929379,13961898,13914058,13920154,14295628,14483334
20201,11230,동대문구,110558831,53119600,57439231,14565559,19537485,16188457,16030376,15933539,28303416,28090813,23124336,13650191,13569833,18187900,13935759,15781044,15820349,15795485,15773784,15707276,15803668,15877224
20201,11260,중랑구,106602512,49779695,56822816,15514429,14109211,15843486,15612500,17784941,27737946,29472757,21938579,11913866,11809668,17239032,14228611,15100754,14982694,15016797,14955017,14990144,15622757,15934350
20201,11290,성북구,126918573,58078943,68839630,21883003,20159441,17384337,19100649,17986849,30404294,33610287,26152930,14758469,14764215,21035113,16597559,18002412,17946459,17968902,17936514,17896691,18432615,18734980
20201,11305,강북구,106631304,48752635,57878668,15125680,14456119,13693768,15752038,16749459,30854239,28915970,21785868,12134287,12144664,17474532,14175984,15093327,14989451,15043445,14963565,15039903,15604471,15897144
20201,11320,도봉구,69860227,32264311,37595915,10722822,8716072,9182883,10194905,11135800,19907743,18729186,14468607,8016234,7990069,11456109,9200023,9884533,9798419,9832554,9782777,9794176,10264736,10503032
20201,11350,노원구,109411319,50472501,58938817,20508774,15348363,12991543,16564894,16730210,27267533,28588623,22319435,12785305,12904099,18481402,14332454,15470280,15387634,15441108,15383272,15389646,16045364,16294015
20201,11380,은평구,106058368,48139583,57918784,17670076,13639240,15573974,16515155,15635842,27024079,29880229,21967973,11586382,11424585,16884431,14314768,15005930,14894916,14948551,14865761,14884568,15564684,15893957
20201,11410,서대문구,96391777,44733691,51658086,13334252,17539501,15523649,15400340,13612359,20981676,23859122,20021663,12161325,12157561,16158629,12033478,13932463,14077586,14015563,14018912,13885791,13248726,13212737
20201,11440,마포구,121655357,55910653,65744703,16862462,24064637,23108066,20126510,15281704,22211980,29789985,24654754,15283036,15558321,21102103,15267157,17384487,17554422,17547140,17579534,17532170,17155350,16902257
20201,11470,양천구,86324743,40297053,46027689,17696022,10369808,11846082,14176334,12898311,19338185,23713553,17856716,9753855,9671486,13900181,11428949,12260452,12217645,12229570,12193040,12172859,12528417,12722760
20201,11500,강서구,121068737,56440428,64628308,19612510,16792954,21549200,18788643,16648534,27676893,33456477,25209081,13670439,13434685,19241015,16057039,17216397,17148809,17215915,17123329,17082545,17470243,17811499
20201,11530,구로구,82487700,39853308,42634392,12036970,10838367,13658875,13708256,12597610,19647622,21871840,17140986,9695771,9601206,13493037,10684860,11775972,11723781,11730465,11697975,11660509,11791921,12107077
20201,11545,금천구,40411899,19809560,20602338,4923438,5777608,6915862,6367273,6659230,9768487,11036559,8345041,4640224,4601578,6479314,5309183,5780693,5753926,5755401,5738318,5731016,5785246,5867298
20201,11560,영등포구,110730311,54092232,56638079,13801069,16852269,20296591,18173428,17015448,24591505,27133406,23232067,14051775,14017583,18598746,13696736,15954358,16040218,15988639,15981617,15889599,15433895,15441986
20201,11590,동작구,93931560,43877863,50053696,13467599,17313605,15407343,13504416,12511857,21726742,25731020,19522469,10605713,10504890,15174145,12393322,13334984,13315804,13316525,13280470,13267878,13638647,13777255
20201,11620,관악구,140394636,68376691,72017945,15641501,32725564,25876597,19407843,17187686,29555444,38506378,28998693,15546547,15441233,22967772,18934012,19760506,19685300,19783306,19654317,19633167,20719233,21158805
20201,11650,서초구,102764712,49138340,53626373,15665133,15384131,18745916,18747619,13991621,20230291,23446711,21580973,14157180,14058753,17481628,12039468,15109129,15418367,15240151,15359805,15133336,13473802,13030122
20201,11680,강남구,149958177,72551856,77406320,21246816,26182599,31340918,28125507,18499525,24562811,30956140,30865367,22425066,22611367,26529267,16570970,22292800,23069559,22668751,22943010,22474695,18818409,17690953
20201,11710,송파구,132715558,62081200,70634358,22262060,17838881,22573466,21220986,19724983,29095184,35579828,27560057,15491556,15313332,21524760,17246025,18985912,19010737,19019886,18977682,18876544,18848626,18996171
20201,11740,강동구,119660539,56018908,63641633,20565257,14581642,18218380,18906606,18308132,29080523,32671059,24905935,13682430,13499161,19207707,15694245,17035033,16963593,16997030,16911175,16904451,17245344,17603913
20202,11110,종로구,67875933,33964623,33911311,6907230,12150840,10995565,11408936,11065789,15347574,13949653,13925864,10368377,10414642,11872005,7345392,10069232,10141740,10218038,10217860,10123742,8857598,8247725
20202,11140,중구,59970500,30083186,29887316,4575349,9719171,11883243,10882115,9896669,13013955,11157097,12712773,9847748,9787559,10391696,6073627,9215129,9209665,9257878,9260027,9173035,7282881,6571888
20202,11170,용산구,68050687,32637909,35412779,8300740,10888811,13336402,11795754,9454382,14274598,17447859,14432806,8373224,8268549,11030527,8497724,9812936,9811498,9835814,9821698,9830832,9470859,9467050
20202,11200,성동구,78385452,37319338,41066111,11252818,13003149,13879217,12392605,11296122,16561542,19377050,16390656,9750506,9807366,13285005,9774868,11304889,11314666,11346894,11320948,11306693,10953638,10837722
20202,11215,광진구,98079349,45795559,52283791,14508218,18581359,16354151,14767114,14027851,19840657,27502228,20118834,10731074,10655956,15811820,13259437,13917275,13914741,13910374,13863745,13879599,14203588,14390029
20202,11230,동대문구,110354433,52891280,57463152,14991822,20633680,15904730,15796667,15598239,27429296,28187718,23147111,13532119,13400726,18116558,13970202,15834086,15802968,15840111,15785893,15741702,15650715,15698956
20202,11260,중랑구,104566130,48590084,55976045,15210527,14117087,15628619,15388326,17274710,26946863,29049205,21456483,11616305,11534378,16896769,14012990,14823933,14804894,14759353,14713358,14710532,15208209,15545850
20202,11290,성북구,126436699,57603810,68832888,21836447,21182342,17340347,18969344,17620453,29487765,33525201,25990564,14661955,14687166,21014284,16557527,17960790,17959011,17975892,17907718,17853082,18220126,18560079
20202,11305,강북구,104188127,47497008,56691119,14799977,14439813,13342027,15480850,16368658,29756806,28303224,21283305,11857926,11857046,17035079,13851545,14768094,14750217,14734074,14684726,14699488,15131750,15419779
20202,11320,도봉구,68421023,31504028,36916995,10490631,8657424,9026237,10009914,10882360,19354457,18381218,14131779,7822718,7824233,11223803,9037271,9667815,9663079,9650513,9614337,9606785,9978755,10239740
20202,11350,노원구,108393980,49925069,58468909,20478157,15543819,12872001,16362178,16378331,26759494,28425392,22068954,12614926,12759485,18301564,14223658,15325875,15310026,15308191,15258944,15263049,15842118,16085775
20202,11380,은평구,104603073,47238054,57365018,17505831,13615900,15507418,16390581,15405300,26178044,29475056,21640281,11438721,11279299,16651090,14118626,14783375,14779145,14755173,14685597,14685531,15280600,15633651
20202,11410,서대문구,94862703,43869423,50993280,13319631,17623497,15289012,15097652,13324482,20208429,23650335,19770218,11884363,11890662,15780180,11886947,13764985,13804505,13821834,13785377,13687151,13020081,12978775
