STDR_YYQU_CD,SIGNGU_CD,SIGNGU_CD_NM,TOT_FLPOP_CO,ML_FLPOP_CO,FML_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,TMZON_00_06_FLPOP_CO,TMZON_06_11_FLPOP_CO,TMZON_11_14_FLPOP_CO,TMZON_14_17_FLPOP_CO,TMZON_17_21_FLPOP_CO,TMZON_21_24_FLPOP_CO,MON_FLPOP_CO,TUES_FLPOP_CO,WED_FLPOP_CO,THUR_FLPOP_CO,FRI_FLPOP_CO,SAT_FLPOP_CO,SUN_FLPOP_CO
20231,11410,서대문구,94579090,43163342,51415748,13568059,17500970,15574087,15589594,13559910,18786468,23730604,19909049,11884424,11894940,15476803,11683270,13686364,13787047,13784198,13859797,13703802,12910514,12847368
20232,11410,서대문구,94482662,42823297,51659366,13647012,18410792,15441805,15378761,13298106,18306185,23685630,19885852,11881265,11896836,15439500,11693580,13655926,13837659,13907033,13919247,13640730,12792156,12729913
20231,11440,마포구,117260386,53598212,63662173,16139864,23721111,22904987,19944489,15022126,19527809,28731774,23516545,14670637,15064634,20518916,14757881,16575303,16748244,16811183,16857220,16932302,16900453,16435683
20232,11440,마포구,115686675,52732631,62954043,15801185,23896823,22653080,19703262,14727411,18904914,28653231,23219145,14363014,14691114,20133329,14626841,16421042,16547731,16594329,16621557,16675002,16612408,16214606
20231,11200,성동구,74270974,35058347,39212626,9924433,12988554,13466058,12061987,10793956,15035987,18015068,15460973,9380714,9510561,12759900,9143757,10624436,10698866,10759214,10784238,10760121,10400628,10243471
20232,11200,성동구,73197584,34538011,38659574,9735461,13226314,13262682,11939969,10546444,14486716,17836798,15205292,9196158,9350818,12557030,9051489,10497888,10573745,10618596,10598378,10558317,10247164,10103499
20231,11305,강북구,97300941,45007806,52293135,13756816,13530831,12400400,14512226,15846104,27254564,26471651,19893840,11041333,11027842,15932853,12933419,13756602,13695780,13723144,13638787,13709040,14250213,14527375
20232,11305,강북구,95336386,43885417,51450968,13610491,13472633,12224989,14159011,15516448,26352814,26141507,19477868,10724221,10718496,15557659,12716635,13572964,13506940,13416165,13392641,13481159,13856099,14110419
20231,11710,송파구,123625232,58068767,65556465,21253809,15940208,21355012,20673270,18134698,26268233,32823883,25458906,14439287,14397052,20426176,16079928,17556114,17575965,17659619,17651709,17662405,17759672,17759747
20232,11710,송파구,120744535,56589060,64155475,20692070,15521186,20911499,20355567,17742376,25521836,32344933,24787432,13904201,13925406,19965618,15816944,17229240,17179927,17143106,17166336,17229006,17380001,17416919
20231,11650,서초구,98877795,47774992,51102803,16442687,14007934,17878326,19040836,13985415,17522595,21908095,20751957,13921884,13852326,17018789,11424745,14444079,14687712,14718222,14918215,14831477,12980205,12297885
20232,11650,서초구,97423941,47037443,50386501,16446500,13645802,17623640,18798493,13815344,17094164,21831580,20559094,13552922,13512268,16670810,11297266,14197776,14488901,14651836,14650498,14391044,12784379,12259508
20231,11110,종로구,68350496,33052311,35298185,7213194,12856265,10872252,11088714,11262697,15057374,13603368,13870096,10641646,10762116,12159169,7314102,9871395,10058891,10129208,10213808,10143154,9308364,8625677
20232,11110,종로구,69035534,33128180,35907354,7669486,13261873,10882904,10996275,11248242,14976753,13750256,14153061,10771305,10729301,12234470,7397139,9944893,10157624,10365115,10382746,10243346,9264914,8676894
20231,11170,용산구,63770566,30403540,33367026,7591374,10089606,12979857,11221431,9170708,12717589,16188536,13451877,7924910,7867210,10417957,7920074,9045933,9118880,9153516,9156410,9164785,9063219,9067822
20232,11170,용산구,63775628,30357712,33417914,7775149,10229262,12935908,11196721,9116400,12522188,16153053,13396059,7920083,7870094,10466557,7969781,9067056,9134119,9164607,9164735,9153336,9037996,9053777
20233,11170,용산구,63238612,30185551,33053061,7587993,10118990,12777200,11136778,9076371,12541280,16052630,13250227,7839950,7787556,10377961,7930288,9065972,9044436,9060605,8998340,9022969,8948902,9097388
20231,11215,광진구,92762592,43252760,49509831,13717693,17679260,15679506,14081052,13365234,18239844,25728371,18957173,10175675,10162911,15204879,12533581,13110808,13124215,13162605,13103891,13140332,13520613,13600128
20231,11470,양천구,77922212,36530591,41391621,16517281,8882342,10695056,13093614,11754635,16979283,21653162,15946607,8595865,8587679,12651159,10487742,11010198,10995853,11030513,10982256,11024037,11363543,11515811
20232,11470,양천구,76633616,35905080,40728536,16290337,8537396,10574042,12988259,11540722,16702861,21443507,15684629,8358575,8366800,12433301,10346804,10915684,10842263,10797037,10768293,10830076,11146238,11334025
20231,11620,관악구,130473712,64351129,66122582,14163220,30921289,24794004,18506197,16380236,25708765,36589330,26760243,14053067,13999916,21252378,17818778,18240461,18286227,18388747,18265660,18305598,19296851,19690168
20232,11620,관악구,129493663,63853140,65640523,14217116,31029160,24807995,18317834,16147239,24974320,36598509,26655751,13817335,13729677,20976098,17716290,18340220,18230900,18129078,18079153,18204281,19039255,19470774
20233,11620,관악구,128048887,63180084,64868804,14056253,30289992,24518324,18182477,16043159,24958684,36077455,26339709,13783993,13689491,20721597,17436644,18128102,18080501,17963630,17909628,17808879,18685431,19472717
20231,11740,강동구,108684950,50953642,57731310,18440337,12856059,16759434,17768940,16357677,26502505,29690941,22506580,12361028,12268189,17531717,14326496,15378799,15387061,15450259,15375341,15397014,15719399,15977077
20232,11740,강동구,106595818,49917802,56678016,18121469,12468234,16526409,17579251,16039816,25860641,29373156,22011911,11994160,11959616,17150849,14106126,15196780,15128876,15095472,15048464,15120588,15358536,15647104
20233,11740,강동구,106643794,49995629,56648165,18108874,12684738,16412002,17460950,15986237,25990992,29201112,22013569,12122016,12075661,17182491,14048948,15235823,15166520,15124929,15065270,14996221,15281218,15773813
20232,11320,도봉구,63347601,29288173,34059427,9985405,7645309,8222739,9294723,10308527,17890896,17414480,13058521,7057816,7058279,10293707,8464798,9019330,8945621,8888520,8878403,8903319,9224576,9487832
20233,11320,도봉구,62935824,29126968,33808856,9835630,7526177,8130095,9229223,10308883,17905815,17177073,12982813,7078070,7078936,10255144,8363790,8914154,8861644,8811028,8863496,8823851,9164714,9496936
20233,11290,성북구,117624977,53656478,63968499,20398906,20030483,16078527,17744138,17394417,25978506,31411507,24098983,13501656,13578782,19524524,15509525,16809298,16761066,16720494,16659272,16493327,16801330,17380193
20233,11350,노원구,95091503,43677465,51414038,17335241,13064366,11480211,14223955,14902941,24084788,25233548,19306543,10969505,11080973,15983380,12517555,13486788,13429757,13398724,13353405,13332024,13875155,14215651
20233,11500,강서구,113105133,52939251,60165883,18125243,15564276,20527952,18796887,15233942,24856834,31454267,23509690,12670929,12506094,17928824,15035329,16189914,16123617,16079997,15989386,15885091,16167066,16670065
20233,11530,구로구,79531085,38568693,40962393,11127972,9880943,13427159,13513364,12789604,18792041,21219311,16318836,9189247,9250856,13130292,10422543,11380374,11327045,11301685,11279530,11206338,11282211,11753901
20233,11560,영등포구,108538800,52739607,55799196,13070315,16168473,21207004,18560289,16820530,22712189,26966954,22525458,13557064,13615266,18250145,13623913,15693173,15609122,15619984,15490348,15486754,15163848,15475573
20233,11140,중구,58458194,28777883,29680311,4755223,9817075,11937345,10708081,9514893,11725577,10589467,12379500,9691878,9595451,10287972,5913926,8974640,9015969,9094896,8909879,8782641,7072707,6607459
20233,11230,동대문구,103704520,49274218,54430301,13595040,20977736,15031009,15303153,14775208,24022373,26872878,21823843,12611608,12435397,16808397,13152396,14942780,14894391,14869875,14772500,14612349,14665674,14946952
20231,11260,중랑구,98823560,46422576,52400984,13789666,13026911,15273989,14755625,16496999,25480369,27443463,20202215,10906388,10891978,16101745,13277771,13945147,13875109,13881971,13814683,13863606,14543604,14899442
20232,11260,중랑구,96598350,45256354,51341996,13385097,12845344,15092265,14495368,16048721,24731556,27018317,19659146,10562856,10578475,15734569,13044988,13753023,13621238,13524064,13515542,13591145,14133548,14459789
20233,11260,중랑구,96677469,45293069,51384398,13426706,12775369,15096451,14564898,16008975,24805070,26971120,19691141,10643864,10641411,15720759,13009175,13692502,13625735,13554558,13583171,13550642,14094323,14576537
20232,11215,광진구,92598965,43026562,49572402,13874034,18261298,15603410,13979523,13047553,17833146,25809427,18883972,10090103,10105100,15165500,12544865,13214527,13138792,13075119,13077125,13125949,13419054,13548396
20233,11215,광진구,91012372,42323569,48688801,13493081,17471105,15269783,13881224,12955388,17941791,25348867,18609105,9965066,9962103,14835787,12291442,13005271,12938930,12889792,12828806,12802377,13111662,13435535
20233,11470,양천구,77265756,36218536,41047219,16385338,8712752,10554063,12967485,11627639,17018478,21460557,15797825,8531993,8532282,12545409,10397690,11001202,10941141,10905999,10896479,10856441,11175914,11488579
20231,11320,도봉구,64902963,30202106,34700856,10290925,7723726,8426205,9548054,10469829,18444224,17738983,13424217,7300190,7270808,10539459,8629307,9177559,9130410,9133513,9083273,9083219,9509204,9785784
20231,11290,성북구,120107872,55020501,65087371,21220978,20355712,16518626,18017911,17531450,26463195,31908549,24660088,13854495,13895235,19986443,15803062,17039923,17035766,17040967,17038628,16981415,17358128,17613046
20232,11290,성북구,120785905,54876812,65909092,21520588,21589958,16315665,17885364,17423784,26050545,32158422,24729392,13865633,13964514,20132068,15935875,17323124,17232756,17198472,17170616,17040683,17280392,17539861
20231,11350,노원구,96453857,44550733,51903123,17708965,13197614,11613845,14384562,15096073,24452797,25486664,19617769,11155212,11271970,16247866,12674377,13614057,13584993,13618725,13554810,13601820,14163902,14315549
20232,11350,노원구,94876839,43674797,51202042,17444014,13248980,11457194,14124625,14778816,23823209,25202170,19261936,10895763,11022541,15972617,12521813,13490005,13406359,13354051,13315441,13388331,13863420,14059234
20231,11500,강서구,115242542,54016569,61225974,18285005,15880606,21146546,19037090,15472174,25421120,31826595,23993833,12979434,12813526,18370984,15258169,16338195,16334161,16395598,16290603,16289784,16657870,16936332
20232,11500,강서구,112643302,52689057,59954243,18024710,15445698,20730058,18688213,15168829,24585794,31453366,23401003,12521734,12364790,17870447,15031962,16092645,16020555,15987965,15942791,15963554,16172987,16462803
20231,11530,구로구,79623808,38469519,41154289,11212906,9976798,13416525,13557790,12763708,18696081,21287617,16332263,9192139,9203175,13158823,10449793,11330272,11283168,11309871,11261841,11264748,11395402,11778507
20232,11530,구로구,79078197,38237750,40840448,11176009,9866527,13399410,13461192,12708099,18466958,21258626,16194475,9028991,9093926,13071569,10430609,11295424,11245415,11244463,11217330,11195590,11266264,11613713
20231,11560,영등포구,110054515,53586360,56468154,13385768,16274654,21454774,18727178,17129872,23082270,27343681,22806734,13732564,13788719,18553442,13829376,15692556,15738863,15800619,15793399,15867036,15555126,15606917
20232,11560,영등포구,108158325,52649875,55508451,13104441,16072601,21169751,18489674,16746121,22575738,26997655,22381330,13401060,13485761,18210713,13681808,15462114,15488813,15574822,15535246,15532869,15223267,15341194
20231,11380,은평구,100101059,45084393,55016664,16170549,12915661,15001876,16081283,15295773,24635918,28350979,20641844,10772631,10697639,16020412,13617551,14115461,14070129,14100634,14007463,14050565,14738877,15017929
20232,11380,은평구,98028049,43945587,54082462,15845866,12586867,14764525,15932739,14989867,23908185,27980359,20169535,10435263,10399624,15654641,13388628,13950868,13819897,13734829,13706204,13800255,14372976,14643021
20233,11380,은평구,98440429,44143583,54296846,15754354,12766048,14776934,15963636,15089683,24089773,28007379,20233221,10574393,10519925,15709764,13395746,13960076,13884462,13805378,13810018,13771402,14391014,14818081
20231,11545,금천구,38374161,18974350,19399813,4401953,5589514,6938978,6135489,6367759,8940467,10438426,7966924,4390666,4361464,6160774,5055907,5503624,5472233,5483727,5457895,5438416,5432707,5585558
20232,11545,금천구,37217378,18419768,18797611,4113696,5416839,6820376,5991293,6220045,8655128,10201532,7702035,4204778,4193578,5986097,4929355,5355666,5329972,5320490,5303994,5286764,5242783,5377708
20233,11545,금천구,36612906,18100760,18512145,4058524,5292333,6628622,5875457,6159319,8598652,9986149,7588401,4174871,4160445,5874705,4828335,5287832,5243284,5227513,5211788,5185666,5134096,5322727
20231,11590,동작구,86213513,40538032,45675481,12862304,15625284,14287734,12992289,11639492,18806411,23700437,17998826,9605899,9514166,13971482,11422704,12177693,12201187,12234406,12184495,12190254,12561534,12663946
20232,11590,동작구,83988363,39448562,44539801,12850289,15780069,13808782,12539011,11186294,17823916,23170542,17433855,9291329,9237597,13633442,11221596,11983268,11957252,11920558,11888802,11877506,12122989,12237986
20233,11590,동작구,81663332,38361295,43302037,12258209,14915584,13475672,12321003,11043134,17649728,22523488,16924029,9049515,9008058,13244531,10913712,11653099,11628356,11594081,11520962,11452752,11744831,12069250
20231,11680,강남구,145747421,71367596,74379825,23201142,23962997,29835463,28839092,18884890,21023837,28924166,30114422,22346964,22514662,26050377,15796830,21417673,22011999,22077150,22487051,22177352,18566633,17009564
20232,11680,강남구,144340910,70674862,73666048,23058871,23412802,29534787,28760876,18801946,20771627,29098972,30019283,21916098,22052670,25533205,15720681,21015421,21766953,22196090,22221533,21606063,18419765,17115084
20233,11680,강남구,145280452,70962346,74318106,23999032,23694978,29150167,28731296,18959802,20745177,29200066,30230402,22177776,22284971,25659182,15728054,21911417,22061217,22240769,21746981,21481680,18394263,17444124
