STDR_YYQU_CD,SIGNGU_CD,SIGNGU_CD_NM,SVC_INDUTY_CD,SVC_INDUTY_CD_NM,STOR_CO,SIMILR_INDUTY_STOR_CO,OPBIZ_RT,OPBIZ_STOR_CO,CLSBIZ_RT,CLSBIZ_STOR_CO,FRC_STOR_CO
20233,11680,강남구,CS300012,한복점,52.0,52.0,9.6,5.0,0.0,0.0,0.0
20233,11680,강남구,CS300011,일반의류,3346.0,3356.0,1.4,48.0,1.9,64.0,10.0
20233,11680,강남구,CS300010,반찬가게,873.0,883.0,2.0,18.0,1.9,17.0,10.0
20233,11680,강남구,CS300009,청과상,169.0,172.0,0.0,0.0,4.1,7.0,3.0
20233,11680,강남구,CS300008,수산물판매,146.0,146.0,0.0,0.0,2.7,4.0,0.0
20233,11680,강남구,CS300007,육류판매,229.0,231.0,3.0,7.0,3.0,7.0,2.0
20233,11680,강남구,CS300006,미곡판매,177.0,177.0,0.0,0.0,1.7,3.0,0.0
20233,11680,강남구,CS300005,주류도매,180.0,181.0,5.0,9.0,2.2,4.0,1.0
20233,11680,강남구,CS300004,핸드폰,214.0,218.0,0.0,0.0,1.4,3.0,4.0
20233,11680,강남구,CS300003,컴퓨터및주변장치판매,791.0,792.0,0.5,4.0,1.8,14.0,1.0
20233,11680,강남구,CS300002,편의점,78.0,979.0,2.3,23.0,2.8,27.0,901.0
20233,11680,강남구,CS300001,슈퍼마켓,920.0,972.0,3.4,33.0,2.4,23.0,52.0
20233,11680,강남구,CS200047,가정용품임대,58.0,58.0,0.0,0.0,0.0,0.0,0.0
20233,11680,강남구,CS200046,의류임대,132.0,132.0,0.0,0.0,2.3,3.0,0.0
20233,11680,강남구,CS200045,비디오/서적임대,16.0,19.0,0.0,0.0,10.5,2.0,3.0
20233,11680,강남구,CS200044,여행사,557.0,558.0,0.9,5.0,1.1,6.0,1.0
20233,11680,강남구,CS200043,건축물청소,219.0,221.0,0.0,0.0,0.5,1.0,2.0
20233,11680,강남구,CS200042,통번역서비스,171.0,172.0,0.6,1.0,2.9,5.0,1.0
20233,11680,강남구,CS200041,사진관,1131.0,1132.0,2.3,26.0,1.5,17.0,1.0
20233,11680,강남구,CS200040,녹음실,195.0,195.0,0.5,1.0,2.6,5.0,0.0
20233,11680,강남구,CS200039,DVD방,36.0,36.0,8.3,3.0,16.7,6.0,0.0
20233,11680,강남구,CS200038,독서실,260.0,276.0,6.9,19.0,3.6,10.0,16.0
20233,11680,강남구,CS200037,노래방,221.0,228.0,3.1,7.0,3.1,7.0,7.0
20233,11680,강남구,CS200036,고시원,15.0,15.0,0.0,0.0,6.7,1.0,0.0
20233,11680,강남구,CS200035,게스트하우스,30.0,31.0,0.0,0.0,0.0,0.0,1.0
20233,11680,강남구,CS200034,여관,180.0,180.0,5.0,9.0,4.4,8.0,0.0
20233,11680,강남구,CS200033,부동산중개업,4344.0,4346.0,0.0,2.0,1.5,67.0,2.0
20233,11680,강남구,CS200032,가전제품수리,114.0,114.0,2.6,3.0,0.0,0.0,0.0
20233,11680,강남구,CS200031,세탁소,357.0,415.0,2.4,10.0,1.7,7.0,58.0
20233,11680,강남구,CS200030,피부관리실,1045.0,1083.0,6.9,75.0,3.0,33.0,38.0
20233,11680,강남구,CS200029,네일숍,344.0,355.0,0.0,0.0,3.1,11.0,11.0
20233,11680,강남구,CS200028,미용실,1437.0,1538.0,2.9,44.0,2.3,36.0,101.0
20233,11680,강남구,CS200027,모터사이클수리,35.0,35.0,0.0,0.0,0.0,0.0,0.0
20233,11680,강남구,CS200026,자동차미용,131.0,133.0,3.0,4.0,2.3,3.0,2.0
20233,11680,강남구,CS200025,자동차수리,267.0,287.0,0.0,0.0,0.3,1.0,20.0
20233,11680,강남구,CS200024,스포츠클럽,286.0,296.0,0.0,0.0,2.4,7.0,10.0
20233,11680,강남구,CS200023,통신기기수리,39.0,39.0,2.6,1.0,2.6,1.0,0.0
20233,11680,강남구,CS200022,복권방,19.0,19.0,0.0,0.0,0.0,0.0,0.0
20233,11680,강남구,CS200021,기타오락장,126.0,127.0,5.5,7.0,3.1,4.0,1.0
20233,11680,강남구,CS200020,전자게임장,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20233,11680,강남구,CS200019,PC방,55.0,59.0,1.7,1.0,8.5,5.0,4.0
20233,11680,강남구,CS200018,볼링장,10.0,10.0,0.0,0.0,0.0,0.0,0.0
20233,11680,강남구,CS200017,골프연습장,254.0,276.0,2.2,6.0,4.7,13.0,22.0
20233,11680,강남구,CS200016,당구장,309.0,315.0,1.9,6.0,3.2,10.0,6.0
20233,11680,강남구,CS200015,세무사사무소,1344.0,1344.0,0.4,5.0,1.3,17.0,0.0
20233,11680,강남구,CS200014,회계사사무소,277.0,277.0,0.7,2.0,0.0,0.0,0.0
20233,11680,강남구,CS200013,기타법무서비스,256.0,256.0,0.0,0.0,0.0,0.0,0.0
20233,11680,강남구,CS200012,법무사사무소,298.0,298.0,2.3,7.0,0.3,1.0,0.0
20233,11680,강남구,CS200011,변리사사무소,380.0,383.0,0.0,0.0,0.3,1.0,3.0
20233,11680,강남구,CS200010,변호사사무소,506.0,506.0,1.4,7.0,1.0,5.0,0.0
20233,11680,강남구,CS200009,동물병원,91.0,93.0,4.3,4.0,2.2,2.0,2.0
20233,11680,강남구,CS200008,한의원,405.0,405.0,2.5,10.0,1.2,5.0,0.0
20233,11680,강남구,CS200007,치과의원,562.0,562.0,0.2,1.0,1.1,6.0,0.0
20233,11680,강남구,CS200006,일반의원,1897.0,1902.0,2.1,39.0,1.2,23.0,5.0
20233,11680,강남구,CS200005,스포츠 강습,655.0,669.0,4.9,33.0,2.8,19.0,14.0
20233,11680,강남구,CS200004,컴퓨터학원,41.0,42.0,0.0,0.0,0.0,0.0,1.0
20233,11680,강남구,CS200003,예술학원,688.0,713.0,2.4,17.0,2.0,14.0,25.0
20233,11680,강남구,CS200002,외국어학원,937.0,969.0,5.3,51.0,3.0,29.0,32.0
20233,11680,강남구,CS200001,일반교습학원,1837.0,1924.0,1.1,22.0,2.2,42.0,87.0
20233,11680,강남구,CS100010,커피-음료,1828.0,2535.0,4.8,121.0,4.2,106.0,707.0
20233,11680,강남구,CS100009,호프-간이주점,507.0,606.0,1.3,8.0,4.5,27.0,99.0
20233,11680,강남구,CS100008,분식전문점,1187.0,1370.0,4.8,66.0,4.4,60.0,183.0
20233,11680,강남구,CS100007,치킨전문점,115.0,329.0,3.0,10.0,3.3,11.0,214.0
20233,11680,강남구,CS100006,패스트푸드점,337.0,558.0,2.5,14.0,3.9,22.0,221.0
20233,11680,강남구,CS100005,제과점,367.0,523.0,4.2,22.0,3.3,17.0,156.0
20233,11680,강남구,CS100004,양식음식점,1396.0,1487.0,3.4,50.0,4.2,63.0,91.0
20233,11680,강남구,CS100003,일식음식점,907.0,989.0,5.3,52.0,4.4,44.0,82.0
20233,11680,강남구,CS100002,중식음식점,470.0,495.0,5.5,27.0,3.6,18.0,25.0
20233,11680,강남구,CS100001,한식음식점,4599.0,5064.0,3.6,184.0,4.4,222.0,465.0
20233,11650,서초구,CS300043,전자상거래업,2996.0,2997.0,0.1,3.0,3.4,101.0,1.0
20233,11650,서초구,CS300042,주유소,62.0,62.0,0.0,0.0,1.6,1.0,0.0
20233,11650,서초구,CS300041,예술품,135.0,135.0,0.0,0.0,0.7,1.0,0.0
20233,11650,서초구,CS300040,재생용품 판매점,61.0,61.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS300039,모터사이클및부품,20.0,20.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS300038,자동차부품,183.0,187.0,0.0,0.0,1.6,3.0,4.0
20233,11650,서초구,CS300037,중고차판매,85.0,87.0,0.0,0.0,1.1,1.0,2.0
20233,11650,서초구,CS300036,조명용품,354.0,355.0,0.3,1.0,0.8,3.0,1.0
20233,11650,서초구,CS300035,인테리어,238.0,239.0,1.3,3.0,0.8,2.0,1.0
20233,11650,서초구,CS300034,악기,148.0,148.0,0.7,1.0,0.0,0.0,0.0
20233,11650,서초구,CS300033,철물점,102.0,102.0,1.0,1.0,0.0,0.0,0.0
20233,11650,서초구,CS300032,가전제품,220.0,221.0,0.5,1.0,1.8,4.0,1.0
20233,11650,서초구,CS300031,가구,321.0,322.0,0.6,2.0,1.2,4.0,1.0
20233,11650,서초구,CS300030,중고가구,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS300029,애완동물,126.0,129.0,8.5,11.0,2.3,3.0,3.0
20233,11650,서초구,CS300028,화초,847.0,847.0,2.7,23.0,1.3,11.0,0.0
20233,11650,서초구,CS300027,섬유제품,267.0,267.0,1.9,5.0,1.1,3.0,0.0
20233,11650,서초구,CS300026,완구,80.0,81.0,1.2,1.0,4.9,4.0,1.0
20233,11650,서초구,CS300025,자전거 및 기타운송장비,47.0,47.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS300024,운동/경기용품,304.0,305.0,1.6,5.0,1.6,5.0,1.0
20233,11650,서초구,CS300023,미용재료,83.0,83.0,1.2,1.0,3.6,3.0,0.0
20233,11650,서초구,CS300022,화장품,1160.0,1221.0,0.9,11.0,2.5,30.0,61.0
20233,11650,서초구,CS300021,문구,221.0,252.0,0.8,2.0,2.8,7.0,31.0
20233,11650,서초구,CS300020,서적,229.0,230.0,0.4,1.0,3.0,7.0,1.0
20233,11650,서초구,CS300019,의료기기,172.0,172.0,0.0,0.0,2.9,5.0,0.0
20233,11650,서초구,CS300018,의약품,570.0,596.0,1.7,10.0,1.2,7.0,26.0
20233,11650,서초구,CS300017,시계및귀금속,175.0,179.0,1.7,3.0,1.7,3.0,4.0
20233,11650,서초구,CS300016,안경,104.0,124.0,2.4,3.0,0.8,1.0,20.0
20233,11650,서초구,CS300015,가방,160.0,160.0,0.6,1.0,2.5,4.0,0.0
20233,11650,서초구,CS300014,신발,126.0,128.0,0.0,0.0,3.1,4.0,2.0
20233,11650,서초구,CS300013,유아의류,148.0,149.0,0.0,0.0,0.7,1.0,1.0
20233,11650,서초구,CS300012,한복점,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS300011,일반의류,1669.0,1672.0,0.5,9.0,2.8,47.0,3.0
20233,11650,서초구,CS300010,반찬가게,552.0,554.0,2.2,12.0,2.3,13.0,2.0
20233,11650,서초구,CS300009,청과상,107.0,109.0,0.0,0.0,1.8,2.0,2.0
20233,11650,서초구,CS300008,수산물판매,67.0,67.0,0.0,0.0,3.0,2.0,0.0
20233,11650,서초구,CS300007,육류판매,158.0,158.0,3.2,5.0,2.5,4.0,0.0
20233,11650,서초구,CS300006,미곡판매,791.0,791.0,0.1,1.0,0.5,4.0,0.0
20233,11650,서초구,CS300005,주류도매,88.0,89.0,3.4,3.0,2.2,2.0,1.0
20233,11650,서초구,CS300004,핸드폰,210.0,212.0,0.0,0.0,3.8,8.0,2.0
20233,11650,서초구,CS300003,컴퓨터및주변장치판매,752.0,753.0,0.7,5.0,1.2,9.0,1.0
20233,11650,서초구,CS300002,편의점,44.0,551.0,1.5,8.0,1.8,10.0,507.0
20233,11650,서초구,CS300001,슈퍼마켓,478.0,508.0,5.5,28.0,3.0,15.0,30.0
20233,11650,서초구,CS200047,가정용품임대,52.0,52.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS200046,의류임대,20.0,20.0,0.0,0.0,10.0,2.0,0.0
20233,11650,서초구,CS200045,비디오/서적임대,16.0,18.0,5.6,1.0,5.6,1.0,2.0
20233,11650,서초구,CS200044,여행사,327.0,328.0,0.6,2.0,0.9,3.0,1.0
20233,11650,서초구,CS200043,건축물청소,161.0,164.0,0.0,0.0,3.0,5.0,3.0
20233,11650,서초구,CS200042,통번역서비스,123.0,123.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS200041,사진관,387.0,389.0,2.1,8.0,1.5,6.0,2.0
20233,11650,서초구,CS200040,녹음실,74.0,74.0,0.0,0.0,2.7,2.0,0.0
20233,11650,서초구,CS200039,DVD방,17.0,17.0,5.9,1.0,0.0,0.0,0.0
20233,11650,서초구,CS200038,독서실,116.0,124.0,6.5,8.0,5.6,7.0,8.0
20233,11650,서초구,CS200037,노래방,191.0,202.0,2.5,5.0,3.5,7.0,11.0
20233,11650,서초구,CS200036,고시원,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS200035,게스트하우스,18.0,18.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS200034,여관,90.0,91.0,9.9,9.0,6.6,6.0,1.0
20233,11650,서초구,CS200033,부동산중개업,2320.0,2321.0,0.2,4.0,2.1,49.0,1.0
20233,11650,서초구,CS200032,가전제품수리,110.0,110.0,1.8,2.0,1.8,2.0,0.0
20233,11650,서초구,CS200031,세탁소,208.0,261.0,2.7,7.0,1.5,4.0,53.0
20233,11650,서초구,CS200030,피부관리실,478.0,491.0,5.3,26.0,1.8,9.0,13.0
20233,11650,서초구,CS200029,네일숍,177.0,178.0,0.0,0.0,2.2,4.0,1.0
20233,11650,서초구,CS200028,미용실,658.0,725.0,2.6,19.0,2.2,16.0,67.0
20233,11650,서초구,CS200027,모터사이클수리,23.0,23.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS200026,자동차미용,110.0,112.0,2.7,3.0,3.6,4.0,2.0
20233,11650,서초구,CS200025,자동차수리,229.0,244.0,1.2,3.0,1.2,3.0,15.0
20233,11650,서초구,CS200024,스포츠클럽,188.0,194.0,0.0,0.0,1.5,3.0,6.0
20233,11650,서초구,CS200023,통신기기수리,32.0,32.0,0.0,0.0,6.3,2.0,0.0
20233,11650,서초구,CS200022,복권방,10.0,11.0,0.0,0.0,0.0,0.0,1.0
20233,11650,서초구,CS200021,기타오락장,67.0,68.0,7.4,5.0,1.5,1.0,1.0
20233,11650,서초구,CS200020,전자게임장,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS200019,PC방,32.0,34.0,0.0,0.0,5.9,2.0,2.0
20233,11650,서초구,CS200018,볼링장,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS200017,골프연습장,127.0,137.0,1.5,2.0,0.7,1.0,10.0
20233,11650,서초구,CS200016,당구장,217.0,220.0,1.8,4.0,3.6,8.0,3.0
20233,11650,서초구,CS200015,세무사사무소,738.0,739.0,0.0,0.0,0.8,6.0,1.0
20233,11650,서초구,CS200014,회계사사무소,125.0,125.0,0.8,1.0,1.6,2.0,0.0
20233,11650,서초구,CS200013,기타법무서비스,265.0,265.0,1.5,4.0,2.6,7.0,0.0
20233,11650,서초구,CS200012,법무사사무소,886.0,886.0,1.8,16.0,1.0,9.0,0.0
20233,11650,서초구,CS200011,변리사사무소,156.0,156.0,0.0,0.0,0.6,1.0,0.0
20233,11650,서초구,CS200010,변호사사무소,2246.0,2247.0,0.8,18.0,1.9,42.0,1.0
20233,11650,서초구,CS200009,동물병원,49.0,50.0,0.0,0.0,0.0,0.0,1.0
20233,11650,서초구,CS200008,한의원,261.0,261.0,1.1,3.0,1.9,5.0,0.0
20233,11650,서초구,CS200007,치과의원,314.0,315.0,1.0,3.0,0.6,2.0,1.0
20233,11650,서초구,CS200006,일반의원,798.0,798.0,2.3,18.0,0.9,7.0,0.0
20233,11650,서초구,CS200005,스포츠 강습,427.0,445.0,4.5,20.0,1.8,8.0,18.0
20233,11650,서초구,CS200004,컴퓨터학원,32.0,32.0,0.0,0.0,0.0,0.0,0.0
20233,11650,서초구,CS200003,예술학원,524.0,541.0,3.1,17.0,2.2,12.0,17.0
20233,11650,서초구,CS200002,외국어학원,462.0,491.0,6.1,30.0,1.6,8.0,29.0
20233,11650,서초구,CS200001,일반교습학원,1002.0,1056.0,1.1,12.0,2.0,21.0,54.0
20233,11650,서초구,CS100010,커피-음료,1031.0,1361.0,4.4,60.0,3.8,52.0,330.0
20233,11650,서초구,CS100009,호프-간이주점,273.0,325.0,1.8,6.0,3.7,12.0,52.0
20233,11650,서초구,CS100008,분식전문점,708.0,827.0,2.2,18.0,3.6,30.0,119.0
20233,11650,서초구,CS100007,치킨전문점,72.0,200.0,2.5,5.0,6.5,13.0,128.0
20233,11650,서초구,CS100006,패스트푸드점,160.0,279.0,3.6,10.0,4.7,13.0,119.0
20233,11650,서초구,CS100005,제과점,255.0,358.0,3.6,13.0,3.1,11.0,103.0
20233,11650,서초구,CS100004,양식음식점,502.0,550.0,3.1,17.0,4.7,26.0,48.0
20233,11650,서초구,CS100003,일식음식점,355.0,389.0,3.6,14.0,2.8,11.0,34.0
20233,11650,서초구,CS100002,중식음식점,248.0,261.0,3.8,10.0,3.4,9.0,13.0
20233,11650,서초구,CS100001,한식음식점,2565.0,2835.0,2.6,73.0,3.5,100.0,270.0
20233,11620,관악구,CS300043,전자상거래업,1952.0,1956.0,0.1,1.0,4.6,89.0,4.0
20233,11620,관악구,CS300042,주유소,30.0,30.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS300041,예술품,29.0,29.0,3.4,1.0,0.0,0.0,0.0
20233,11620,관악구,CS300040,재생용품 판매점,38.0,38.0,0.0,0.0,5.3,2.0,0.0
20233,11620,관악구,CS300039,모터사이클및부품,25.0,25.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS300038,자동차부품,65.0,65.0,0.0,0.0,1.5,1.0,0.0
20233,11620,관악구,CS300037,중고차판매,8.0,8.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS300036,조명용품,120.0,120.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS300035,인테리어,194.0,194.0,1.5,3.0,1.5,3.0,0.0
20233,11620,관악구,CS300034,악기,30.0,30.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS300033,철물점,142.0,142.0,4.2,6.0,0.0,0.0,0.0
20233,11620,관악구,CS300032,가전제품,119.0,120.0,0.0,0.0,1.7,2.0,1.0
20233,11620,관악구,CS300031,가구,82.0,82.0,1.2,1.0,0.0,0.0,0.0
20233,11620,관악구,CS300030,중고가구,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS300029,애완동물,88.0,90.0,4.4,4.0,3.3,3.0,2.0
20233,11620,관악구,CS300028,화초,127.0,128.0,3.9,5.0,1.6,2.0,1.0
20233,11620,관악구,CS300027,섬유제품,91.0,91.0,2.2,2.0,2.2,2.0,0.0
20233,11620,관악구,CS300026,완구,29.0,30.0,6.7,2.0,10.0,3.0,1.0
20233,11620,관악구,CS300025,자전거 및 기타운송장비,24.0,24.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS300024,운동/경기용품,80.0,80.0,1.3,1.0,2.5,2.0,0.0
20233,11620,관악구,CS300023,미용재료,54.0,54.0,0.0,0.0,3.7,2.0,0.0
20233,11620,관악구,CS300022,화장품,420.0,455.0,2.2,10.0,1.8,8.0,35.0
20233,11620,관악구,CS300021,문구,104.0,112.0,1.8,2.0,1.8,2.0,8.0
20233,11620,관악구,CS300020,서적,121.0,122.0,1.6,2.0,0.8,1.0,1.0
20233,11620,관악구,CS300019,의료기기,74.0,75.0,0.0,0.0,2.7,2.0,1.0
20233,11620,관악구,CS300018,의약품,300.0,324.0,2.8,9.0,2.5,8.0,24.0
20233,11620,관악구,CS300017,시계및귀금속,87.0,96.0,0.0,0.0,0.0,0.0,9.0
20233,11620,관악구,CS300016,안경,54.0,77.0,0.0,0.0,1.3,1.0,23.0
20233,11620,관악구,CS300015,가방,54.0,55.0,1.8,1.0,5.5,3.0,1.0
20233,11620,관악구,CS300014,신발,98.0,98.0,0.0,0.0,1.0,1.0,0.0
20233,11620,관악구,CS300013,유아의류,85.0,85.0,0.0,0.0,4.7,4.0,0.0
20233,11620,관악구,CS300012,한복점,12.0,12.0,0.0,0.0,16.7,2.0,0.0
20233,11620,관악구,CS300011,일반의류,864.0,865.0,1.5,13.0,2.5,22.0,1.0
20233,11620,관악구,CS300010,반찬가게,286.0,291.0,2.4,7.0,3.4,10.0,5.0
20233,11620,관악구,CS300009,청과상,177.0,177.0,2.3,4.0,0.6,1.0,0.0
20233,11620,관악구,CS300008,수산물판매,118.0,118.0,0.8,1.0,1.7,2.0,0.0
20233,11620,관악구,CS300007,육류판매,188.0,188.0,2.1,4.0,1.1,2.0,0.0
20233,11620,관악구,CS300006,미곡판매,75.0,75.0,5.3,4.0,1.3,1.0,0.0
20233,11620,관악구,CS300005,주류도매,19.0,19.0,0.0,0.0,5.3,1.0,0.0
20233,11620,관악구,CS300004,핸드폰,194.0,194.0,0.0,0.0,1.5,3.0,0.0
20233,11620,관악구,CS300003,컴퓨터및주변장치판매,175.0,175.0,2.3,4.0,3.4,6.0,0.0
20233,11620,관악구,CS300002,편의점,36.0,498.0,2.4,12.0,2.6,13.0,462.0
20233,11620,관악구,CS300001,슈퍼마켓,503.0,514.0,4.5,23.0,3.7,19.0,11.0
20233,11620,관악구,CS200047,가정용품임대,19.0,19.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200046,의류임대,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200045,비디오/서적임대,4.0,7.0,0.0,0.0,0.0,0.0,3.0
20233,11620,관악구,CS200044,여행사,54.0,54.0,3.7,2.0,0.0,0.0,0.0
20233,11620,관악구,CS200043,건축물청소,150.0,151.0,0.0,0.0,0.7,1.0,1.0
20233,11620,관악구,CS200042,통번역서비스,36.0,36.0,0.0,0.0,2.8,1.0,0.0
20233,11620,관악구,CS200041,사진관,143.0,143.0,3.5,5.0,0.7,1.0,0.0
20233,11620,관악구,CS200040,녹음실,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200039,DVD방,29.0,29.0,10.3,3.0,6.9,2.0,0.0
20233,11620,관악구,CS200038,독서실,213.0,236.0,2.5,6.0,1.7,4.0,23.0
20233,11620,관악구,CS200037,노래방,280.0,290.0,3.1,9.0,3.4,10.0,10.0
20233,11620,관악구,CS200036,고시원,54.0,54.0,0.0,0.0,1.9,1.0,0.0
20233,11620,관악구,CS200035,게스트하우스,16.0,16.0,6.3,1.0,6.3,1.0,0.0
20233,11620,관악구,CS200034,여관,148.0,148.0,3.4,5.0,0.0,0.0,0.0
20233,11620,관악구,CS200033,부동산중개업,1236.0,1236.0,0.2,2.0,2.8,35.0,0.0
20233,11620,관악구,CS200032,가전제품수리,128.0,128.0,3.1,4.0,1.6,2.0,0.0
20233,11620,관악구,CS200031,세탁소,292.0,328.0,1.5,5.0,0.9,3.0,36.0
20233,11620,관악구,CS200030,피부관리실,357.0,364.0,8.2,30.0,3.6,13.0,7.0
20233,11620,관악구,CS200029,네일숍,143.0,145.0,0.0,0.0,2.8,4.0,2.0
20233,11620,관악구,CS200028,미용실,850.0,900.0,2.2,20.0,1.0,9.0,50.0
20233,11620,관악구,CS200027,모터사이클수리,44.0,44.0,11.4,5.0,4.5,2.0,0.0
20233,11620,관악구,CS200026,자동차미용,50.0,53.0,3.8,2.0,1.9,1.0,3.0
20233,11620,관악구,CS200025,자동차수리,130.0,140.0,1.4,2.0,0.0,0.0,10.0
20233,11620,관악구,CS200024,스포츠클럽,85.0,92.0,0.0,0.0,1.1,1.0,7.0
20233,11620,관악구,CS200023,통신기기수리,32.0,32.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200022,복권방,46.0,46.0,0.0,0.0,2.2,1.0,0.0
20233,11620,관악구,CS200021,기타오락장,64.0,66.0,7.6,5.0,3.0,2.0,2.0
20233,11620,관악구,CS200020,전자게임장,15.0,15.0,0.0,0.0,13.3,2.0,0.0
20233,11620,관악구,CS200019,PC방,52.0,59.0,0.0,0.0,5.1,3.0,7.0
20233,11620,관악구,CS200018,볼링장,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200017,골프연습장,55.0,59.0,3.4,2.0,3.4,2.0,4.0
20233,11620,관악구,CS200016,당구장,124.0,125.0,3.2,4.0,2.4,3.0,1.0
20233,11620,관악구,CS200015,세무사사무소,87.0,87.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200014,회계사사무소,15.0,15.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200013,기타법무서비스,33.0,33.0,0.0,0.0,3.0,1.0,0.0
20233,11620,관악구,CS200012,법무사사무소,59.0,59.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200011,변리사사무소,4.0,4.0,0.0,0.0,25.0,1.0,0.0
20233,11620,관악구,CS200010,변호사사무소,20.0,20.0,5.0,1.0,0.0,0.0,0.0
20233,11620,관악구,CS200009,동물병원,27.0,27.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200008,한의원,148.0,148.0,1.4,2.0,2.7,4.0,0.0
20233,11620,관악구,CS200007,치과의원,212.0,212.0,0.5,1.0,0.5,1.0,0.0
20233,11620,관악구,CS200006,일반의원,348.0,349.0,0.9,3.0,0.6,2.0,1.0
20233,11620,관악구,CS200005,스포츠 강습,218.0,226.0,2.7,6.0,3.5,8.0,8.0
20233,11620,관악구,CS200004,컴퓨터학원,10.0,10.0,0.0,0.0,0.0,0.0,0.0
20233,11620,관악구,CS200003,예술학원,286.0,299.0,3.3,10.0,2.3,7.0,13.0
20233,11620,관악구,CS200002,외국어학원,126.0,141.0,8.5,12.0,0.7,1.0,15.0
20233,11620,관악구,CS200001,일반교습학원,400.0,437.0,1.4,6.0,2.7,12.0,37.0
20233,11620,관악구,CS100010,커피-음료,645.0,833.0,5.5,46.0,4.2,35.0,188.0
20233,11620,관악구,CS100009,호프-간이주점,390.0,436.0,2.1,9.0,3.7,16.0,46.0
20233,11620,관악구,CS100008,분식전문점,543.0,635.0,5.4,34.0,3.9,25.0,92.0
20233,11620,관악구,CS100007,치킨전문점,99.0,257.0,3.1,8.0,5.8,15.0,158.0
20233,11620,관악구,CS100006,패스트푸드점,145.0,251.0,5.6,14.0,7.6,19.0,106.0
20233,11620,관악구,CS100005,제과점,143.0,201.0,3.5,7.0,3.0,6.0,58.0
20233,11620,관악구,CS100004,양식음식점,241.0,271.0,6.3,17.0,7.0,19.0,30.0
20233,11620,관악구,CS100003,일식음식점,267.0,286.0,4.9,14.0,7.0,20.0,19.0
20233,11620,관악구,CS100002,중식음식점,227.0,242.0,7.4,18.0,2.9,7.0,15.0
20233,11620,관악구,CS100001,한식음식점,2279.0,2477.0,3.8,95.0,4.6,113.0,198.0
20233,11590,동작구,CS300043,전자상거래업,1654.0,1656.0,0.1,2.0,3.1,51.0,2.0
20233,11590,동작구,CS300042,주유소,20.0,20.0,0.0,0.0,0.0,0.0,0.0
20233,11590,동작구,CS300041,예술품,30.0,30.0,3.3,1.0,0.0,0.0,0.0
20233,11590,동작구,CS300040,재생용품 판매점,20.0,20.0,0.0,0.0,5.0,1.0,0.0
20233,11590,동작구,CS300039,모터사이클및부품,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20233,11590,동작구,CS300038,자동차부품,31.0,31.0,3.2,1.0,3.2,1.0,0.0
20233,11590,동작구,CS300037,중고차판매,7.0,7.0,0.0,0.0,14.3,1.0,0.0
20233,11590,동작구,CS300036,조명용품,93.0,93.0,0.0,0.0,0.0,0.0,0.0
20233,11590,동작구,CS300035,인테리어,136.0,137.0,0.7,1.0,1.5,2.0,1.0
20233,11590,동작구,CS300034,악기,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20233,11590,동작구,CS300033,철물점,87.0,87.0,1.1,1.0,0.0,0.0,0.0
20233,11590,동작구,CS300032,가전제품,83.0,83.0,1.2,1.0,0.0,0.0,0.0
20233,11590,동작구,CS300031,가구,68.0,68.0,1.5,1.0,1.5,1.0,0.0
20233,11590,동작구,CS300030,중고가구,2.0,2.0,0.0,0.0,0.0,0.0,0.0
