STDR_YYQU_CD,SIGNGU_CD,SIGNGU_CD_NM,SVC_INDUTY_CD,SVC_INDUTY_CD_NM,STOR_CO,SIMILR_INDUTY_STOR_CO,OPBIZ_RT,OPBIZ_STOR_CO,CLSBIZ_RT,CLSBIZ_STOR_CO,FRC_STOR_CO
20232,11545,금천구,CS300008,수산물판매,102.0,102.0,0.0,0.0,3.9,4.0,0.0
20232,11545,금천구,CS300007,육류판매,431.0,433.0,1.8,8.0,3.5,15.0,2.0
20232,11545,금천구,CS300006,미곡판매,54.0,54.0,1.9,1.0,1.9,1.0,0.0
20232,11545,금천구,CS300005,주류도매,27.0,27.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS300004,핸드폰,156.0,157.0,0.0,0.0,4.5,7.0,1.0
20232,11545,금천구,CS300003,컴퓨터및주변장치판매,614.0,614.0,1.0,6.0,1.0,6.0,0.0
20232,11545,금천구,CS300002,편의점,17.0,337.0,3.3,11.0,4.5,15.0,320.0
20232,11545,금천구,CS300001,슈퍼마켓,363.0,377.0,4.5,17.0,2.4,9.0,14.0
20232,11545,금천구,CS200047,가정용품임대,34.0,34.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200046,의류임대,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200045,비디오/서적임대,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200044,여행사,127.0,127.0,0.8,1.0,1.6,2.0,0.0
20232,11545,금천구,CS200043,건축물청소,123.0,123.0,0.8,1.0,0.8,1.0,0.0
20232,11545,금천구,CS200042,통번역서비스,60.0,60.0,0.0,0.0,1.7,1.0,0.0
20232,11545,금천구,CS200041,사진관,75.0,75.0,2.7,2.0,1.3,1.0,0.0
20232,11545,금천구,CS200040,녹음실,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200039,DVD방,4.0,4.0,50.0,2.0,0.0,0.0,0.0
20232,11545,금천구,CS200038,독서실,35.0,37.0,5.4,2.0,10.8,4.0,2.0
20232,11545,금천구,CS200037,노래방,186.0,190.0,2.1,4.0,3.2,6.0,4.0
20232,11545,금천구,CS200036,고시원,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200035,게스트하우스,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200034,여관,71.0,72.0,1.4,1.0,0.0,0.0,1.0
20232,11545,금천구,CS200033,부동산중개업,890.0,890.0,0.0,0.0,2.6,23.0,0.0
20232,11545,금천구,CS200032,가전제품수리,105.0,105.0,3.8,4.0,1.0,1.0,0.0
20232,11545,금천구,CS200031,세탁소,115.0,142.0,2.1,3.0,3.5,5.0,27.0
20232,11545,금천구,CS200030,피부관리실,152.0,152.0,12.5,19.0,1.3,2.0,0.0
20232,11545,금천구,CS200029,네일숍,80.0,81.0,0.0,0.0,3.7,3.0,1.0
20232,11545,금천구,CS200028,미용실,475.0,507.0,3.2,16.0,1.0,5.0,32.0
20232,11545,금천구,CS200027,모터사이클수리,16.0,16.0,6.3,1.0,0.0,0.0,0.0
20232,11545,금천구,CS200026,자동차미용,43.0,45.0,2.2,1.0,4.4,2.0,2.0
20232,11545,금천구,CS200025,자동차수리,138.0,146.0,1.4,2.0,1.4,2.0,8.0
20232,11545,금천구,CS200024,스포츠클럽,43.0,48.0,0.0,0.0,6.3,3.0,5.0
20232,11545,금천구,CS200023,통신기기수리,37.0,37.0,2.7,1.0,0.0,0.0,0.0
20232,11545,금천구,CS200022,복권방,27.0,27.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200021,기타오락장,24.0,27.0,3.7,1.0,11.1,3.0,3.0
20232,11545,금천구,CS200020,전자게임장,12.0,12.0,0.0,0.0,16.7,2.0,0.0
20232,11545,금천구,CS200019,PC방,26.0,28.0,0.0,0.0,3.6,1.0,2.0
20232,11545,금천구,CS200018,볼링장,5.0,5.0,0.0,0.0,20.0,1.0,0.0
20232,11545,금천구,CS200017,골프연습장,48.0,52.0,9.6,5.0,1.9,1.0,4.0
20232,11545,금천구,CS200016,당구장,95.0,97.0,1.0,1.0,3.1,3.0,2.0
20232,11545,금천구,CS200015,세무사사무소,234.0,234.0,0.0,0.0,0.4,1.0,0.0
20232,11545,금천구,CS200014,회계사사무소,39.0,39.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200013,기타법무서비스,51.0,51.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200012,법무사사무소,38.0,38.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200011,변리사사무소,38.0,38.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200010,변호사사무소,13.0,13.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200009,동물병원,15.0,16.0,0.0,0.0,0.0,0.0,1.0
20232,11545,금천구,CS200008,한의원,77.0,77.0,2.6,2.0,1.3,1.0,0.0
20232,11545,금천구,CS200007,치과의원,107.0,107.0,0.0,0.0,1.9,2.0,0.0
20232,11545,금천구,CS200006,일반의원,171.0,171.0,0.6,1.0,1.2,2.0,0.0
20232,11545,금천구,CS200005,스포츠 강습,100.0,103.0,2.9,3.0,1.0,1.0,3.0
20232,11545,금천구,CS200004,컴퓨터학원,10.0,10.0,0.0,0.0,0.0,0.0,0.0
20232,11545,금천구,CS200003,예술학원,159.0,164.0,2.4,4.0,3.0,5.0,5.0
20232,11545,금천구,CS200002,외국어학원,66.0,72.0,9.7,7.0,5.6,4.0,6.0
20232,11545,금천구,CS200001,일반교습학원,179.0,201.0,1.0,2.0,3.0,6.0,22.0
20232,11545,금천구,CS100010,커피-음료,360.0,565.0,6.4,36.0,2.8,16.0,205.0
20232,11545,금천구,CS100009,호프-간이주점,214.0,243.0,6.6,16.0,3.7,9.0,29.0
20232,11545,금천구,CS100008,분식전문점,279.0,361.0,6.9,25.0,5.8,21.0,82.0
20232,11545,금천구,CS100007,치킨전문점,65.0,164.0,2.4,4.0,4.9,8.0,99.0
20232,11545,금천구,CS100006,패스트푸드점,73.0,134.0,4.5,6.0,6.0,8.0,61.0
20232,11545,금천구,CS100005,제과점,77.0,109.0,3.7,4.0,6.4,7.0,32.0
20232,11545,금천구,CS100004,양식음식점,98.0,111.0,6.3,7.0,3.6,4.0,13.0
20232,11545,금천구,CS100003,일식음식점,99.0,120.0,5.0,6.0,5.0,6.0,21.0
20232,11545,금천구,CS100002,중식음식점,213.0,226.0,6.6,15.0,4.4,10.0,13.0
20232,11545,금천구,CS100001,한식음식점,1574.0,1768.0,4.5,79.0,4.1,73.0,194.0
20232,11530,구로구,CS300043,전자상거래업,2378.0,2385.0,0.1,2.0,3.9,92.0,7.0
20232,11530,구로구,CS300042,주유소,41.0,41.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS300041,예술품,27.0,27.0,11.1,3.0,0.0,0.0,0.0
20232,11530,구로구,CS300040,재생용품 판매점,66.0,66.0,0.0,0.0,1.5,1.0,0.0
20232,11530,구로구,CS300039,모터사이클및부품,20.0,20.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS300038,자동차부품,129.0,130.0,0.0,0.0,0.0,0.0,1.0
20232,11530,구로구,CS300037,중고차판매,8.0,8.0,0.0,0.0,12.5,1.0,0.0
20232,11530,구로구,CS300036,조명용품,2595.0,2596.0,0.2,5.0,0.7,18.0,1.0
20232,11530,구로구,CS300035,인테리어,233.0,234.0,0.9,2.0,1.7,4.0,1.0
20232,11530,구로구,CS300034,악기,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS300033,철물점,208.0,208.0,2.4,5.0,1.0,2.0,0.0
20232,11530,구로구,CS300032,가전제품,236.0,238.0,0.4,1.0,3.4,8.0,2.0
20232,11530,구로구,CS300031,가구,109.0,109.0,0.0,0.0,0.9,1.0,0.0
20232,11530,구로구,CS300030,중고가구,4.0,4.0,25.0,1.0,0.0,0.0,0.0
20232,11530,구로구,CS300029,애완동물,69.0,69.0,7.2,5.0,8.7,6.0,0.0
20232,11530,구로구,CS300028,화초,115.0,115.0,2.6,3.0,0.9,1.0,0.0
20232,11530,구로구,CS300027,섬유제품,122.0,123.0,3.3,4.0,2.4,3.0,1.0
20232,11530,구로구,CS300026,완구,45.0,47.0,2.1,1.0,0.0,0.0,2.0
20232,11530,구로구,CS300025,자전거 및 기타운송장비,34.0,34.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS300024,운동/경기용품,120.0,121.0,3.3,4.0,3.3,4.0,1.0
20232,11530,구로구,CS300023,미용재료,95.0,96.0,5.2,5.0,3.1,3.0,1.0
20232,11530,구로구,CS300022,화장품,647.0,680.0,2.4,16.0,3.5,24.0,33.0
20232,11530,구로구,CS300021,문구,145.0,159.0,0.6,1.0,0.6,1.0,14.0
20232,11530,구로구,CS300020,서적,146.0,150.0,0.7,1.0,1.3,2.0,4.0
20232,11530,구로구,CS300019,의료기기,95.0,95.0,0.0,0.0,4.2,4.0,0.0
20232,11530,구로구,CS300018,의약품,330.0,347.0,3.5,12.0,0.6,2.0,17.0
20232,11530,구로구,CS300017,시계및귀금속,84.0,86.0,3.5,3.0,4.7,4.0,2.0
20232,11530,구로구,CS300016,안경,59.0,79.0,1.3,1.0,1.3,1.0,20.0
20232,11530,구로구,CS300015,가방,77.0,78.0,1.3,1.0,0.0,0.0,1.0
20232,11530,구로구,CS300014,신발,108.0,109.0,0.0,0.0,1.8,2.0,1.0
20232,11530,구로구,CS300013,유아의류,134.0,135.0,0.7,1.0,2.2,3.0,1.0
20232,11530,구로구,CS300012,한복점,19.0,19.0,5.3,1.0,5.3,1.0,0.0
20232,11530,구로구,CS300011,일반의류,880.0,885.0,1.7,15.0,3.7,33.0,5.0
20232,11530,구로구,CS300010,반찬가게,365.0,378.0,3.4,13.0,4.0,15.0,13.0
20232,11530,구로구,CS300009,청과상,183.0,184.0,4.3,8.0,2.7,5.0,1.0
20232,11530,구로구,CS300008,수산물판매,104.0,104.0,0.0,0.0,2.9,3.0,0.0
20232,11530,구로구,CS300007,육류판매,195.0,195.0,3.1,6.0,4.1,8.0,0.0
20232,11530,구로구,CS300006,미곡판매,73.0,73.0,0.0,0.0,2.7,2.0,0.0
20232,11530,구로구,CS300005,주류도매,47.0,47.0,2.1,1.0,4.3,2.0,0.0
20232,11530,구로구,CS300004,핸드폰,382.0,383.0,1.6,6.0,4.2,16.0,1.0
20232,11530,구로구,CS300003,컴퓨터및주변장치판매,569.0,569.0,0.4,2.0,1.2,7.0,0.0
20232,11530,구로구,CS300002,편의점,25.0,406.0,3.2,13.0,3.2,13.0,381.0
20232,11530,구로구,CS300001,슈퍼마켓,565.0,584.0,3.8,22.0,3.4,20.0,19.0
20232,11530,구로구,CS200047,가정용품임대,29.0,29.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200046,의류임대,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200045,비디오/서적임대,5.0,7.0,0.0,0.0,14.3,1.0,2.0
20232,11530,구로구,CS200044,여행사,163.0,163.0,1.2,2.0,0.6,1.0,0.0
20232,11530,구로구,CS200043,건축물청소,162.0,164.0,0.0,0.0,0.0,0.0,2.0
20232,11530,구로구,CS200042,통번역서비스,43.0,43.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200041,사진관,101.0,101.0,2.0,2.0,1.0,1.0,0.0
20232,11530,구로구,CS200040,녹음실,16.0,16.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200039,DVD방,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200038,독서실,67.0,70.0,7.1,5.0,5.7,4.0,3.0
20232,11530,구로구,CS200037,노래방,285.0,293.0,2.7,8.0,3.8,11.0,8.0
20232,11530,구로구,CS200036,고시원,13.0,13.0,0.0,0.0,15.4,2.0,0.0
20232,11530,구로구,CS200035,게스트하우스,19.0,19.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200034,여관,117.0,117.0,0.9,1.0,1.7,2.0,0.0
20232,11530,구로구,CS200033,부동산중개업,990.0,990.0,0.1,1.0,1.9,19.0,0.0
20232,11530,구로구,CS200032,가전제품수리,132.0,132.0,1.5,2.0,0.8,1.0,0.0
20232,11530,구로구,CS200031,세탁소,159.0,197.0,1.5,3.0,2.0,4.0,38.0
20232,11530,구로구,CS200030,피부관리실,283.0,290.0,9.0,26.0,3.1,9.0,7.0
20232,11530,구로구,CS200029,네일숍,132.0,136.0,0.0,0.0,2.2,3.0,4.0
20232,11530,구로구,CS200028,미용실,682.0,732.0,3.0,22.0,1.8,13.0,50.0
20232,11530,구로구,CS200027,모터사이클수리,26.0,26.0,7.7,2.0,0.0,0.0,0.0
20232,11530,구로구,CS200026,자동차미용,77.0,77.0,6.5,5.0,1.3,1.0,0.0
20232,11530,구로구,CS200025,자동차수리,143.0,152.0,0.7,1.0,0.0,0.0,9.0
20232,11530,구로구,CS200024,스포츠클럽,72.0,76.0,1.3,1.0,0.0,0.0,4.0
20232,11530,구로구,CS200023,통신기기수리,35.0,35.0,2.9,1.0,2.9,1.0,0.0
20232,11530,구로구,CS200022,복권방,35.0,35.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200021,기타오락장,47.0,48.0,6.3,3.0,6.3,3.0,1.0
20232,11530,구로구,CS200020,전자게임장,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200019,PC방,43.0,46.0,0.0,0.0,2.2,1.0,3.0
20232,11530,구로구,CS200018,볼링장,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200017,골프연습장,77.0,81.0,2.5,2.0,1.2,1.0,4.0
20232,11530,구로구,CS200016,당구장,135.0,135.0,3.7,5.0,5.2,7.0,0.0
20232,11530,구로구,CS200015,세무사사무소,162.0,162.0,0.0,0.0,0.6,1.0,0.0
20232,11530,구로구,CS200014,회계사사무소,53.0,53.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200013,기타법무서비스,90.0,90.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200012,법무사사무소,53.0,53.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200011,변리사사무소,19.0,19.0,0.0,0.0,0.0,0.0,0.0
20232,11530,구로구,CS200010,변호사사무소,33.0,33.0,0.0,0.0,12.1,4.0,0.0
20232,11530,구로구,CS200009,동물병원,31.0,32.0,0.0,0.0,0.0,0.0,1.0
20232,11530,구로구,CS200008,한의원,115.0,115.0,1.7,2.0,1.7,2.0,0.0
20232,11530,구로구,CS200007,치과의원,176.0,176.0,0.0,0.0,0.6,1.0,0.0
20232,11530,구로구,CS200006,일반의원,297.0,299.0,1.3,4.0,0.7,2.0,2.0
20232,11530,구로구,CS200005,스포츠 강습,187.0,189.0,5.8,11.0,4.8,9.0,2.0
20232,11530,구로구,CS200004,컴퓨터학원,15.0,15.0,0.0,0.0,6.7,1.0,0.0
20232,11530,구로구,CS200003,예술학원,262.0,275.0,1.8,5.0,3.3,9.0,13.0
20232,11530,구로구,CS200002,외국어학원,160.0,175.0,6.9,12.0,0.6,1.0,15.0
20232,11530,구로구,CS200001,일반교습학원,389.0,444.0,1.1,5.0,1.6,7.0,55.0
20232,11530,구로구,CS100010,커피-음료,389.0,623.0,7.1,44.0,5.1,32.0,234.0
20232,11530,구로구,CS100009,호프-간이주점,340.0,392.0,6.6,26.0,5.4,21.0,52.0
20232,11530,구로구,CS100008,분식전문점,377.0,481.0,5.4,26.0,5.2,25.0,104.0
20232,11530,구로구,CS100007,치킨전문점,95.0,251.0,2.4,6.0,3.2,8.0,156.0
20232,11530,구로구,CS100006,패스트푸드점,101.0,195.0,2.6,5.0,3.6,7.0,94.0
20232,11530,구로구,CS100005,제과점,100.0,164.0,3.7,6.0,4.3,7.0,64.0
20232,11530,구로구,CS100004,양식음식점,131.0,154.0,5.2,8.0,3.2,5.0,23.0
20232,11530,구로구,CS100003,일식음식점,159.0,182.0,7.1,13.0,5.5,10.0,23.0
20232,11530,구로구,CS100002,중식음식점,365.0,380.0,6.1,23.0,6.8,26.0,15.0
20232,11530,구로구,CS100001,한식음식점,1942.0,2174.0,3.2,70.0,4.1,90.0,232.0
20232,11500,강서구,CS300043,전자상거래업,3488.0,3492.0,0.1,5.0,3.1,109.0,4.0
20232,11500,강서구,CS300042,주유소,63.0,63.0,0.0,0.0,1.6,1.0,0.0
20232,11500,강서구,CS300041,예술품,30.0,31.0,6.5,2.0,0.0,0.0,1.0
20232,11500,강서구,CS300040,재생용품 판매점,71.0,71.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS300039,모터사이클및부품,20.0,20.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS300038,자동차부품,170.0,170.0,1.2,2.0,1.2,2.0,0.0
20232,11500,강서구,CS300037,중고차판매,170.0,171.0,0.6,1.0,2.3,4.0,1.0
20232,11500,강서구,CS300036,조명용품,269.0,269.0,0.0,0.0,0.7,2.0,0.0
20232,11500,강서구,CS300035,인테리어,248.0,248.0,1.2,3.0,2.8,7.0,0.0
20232,11500,강서구,CS300034,악기,23.0,23.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS300033,철물점,140.0,140.0,2.1,3.0,2.9,4.0,0.0
20232,11500,강서구,CS300032,가전제품,167.0,167.0,1.2,2.0,0.0,0.0,0.0
20232,11500,강서구,CS300031,가구,148.0,148.0,0.7,1.0,3.4,5.0,0.0
20232,11500,강서구,CS300030,중고가구,2.0,2.0,0.0,0.0,50.0,1.0,0.0
20232,11500,강서구,CS300029,애완동물,157.0,160.0,8.8,14.0,1.3,2.0,3.0
20232,11500,강서구,CS300028,화초,206.0,206.0,5.8,12.0,2.4,5.0,0.0
20232,11500,강서구,CS300027,섬유제품,167.0,167.0,2.4,4.0,0.6,1.0,0.0
20232,11500,강서구,CS300026,완구,63.0,63.0,4.8,3.0,0.0,0.0,0.0
20232,11500,강서구,CS300025,자전거 및 기타운송장비,43.0,43.0,0.0,0.0,2.3,1.0,0.0
20232,11500,강서구,CS300024,운동/경기용품,174.0,174.0,2.3,4.0,2.9,5.0,0.0
20232,11500,강서구,CS300023,미용재료,68.0,68.0,4.4,3.0,2.9,2.0,0.0
20232,11500,강서구,CS300022,화장품,896.0,947.0,3.0,28.0,3.3,31.0,51.0
20232,11500,강서구,CS300021,문구,217.0,236.0,0.0,0.0,2.1,5.0,19.0
20232,11500,강서구,CS300020,서적,178.0,183.0,1.6,3.0,1.1,2.0,5.0
20232,11500,강서구,CS300019,의료기기,133.0,134.0,0.0,0.0,0.0,0.0,1.0
20232,11500,강서구,CS300018,의약품,439.0,465.0,2.4,11.0,1.3,6.0,26.0
20232,11500,강서구,CS300017,시계및귀금속,82.0,88.0,2.3,2.0,1.1,1.0,6.0
20232,11500,강서구,CS300016,안경,87.0,111.0,0.9,1.0,1.8,2.0,24.0
20232,11500,강서구,CS300015,가방,112.0,113.0,0.9,1.0,3.5,4.0,1.0
20232,11500,강서구,CS300014,신발,113.0,116.0,0.0,0.0,3.4,4.0,3.0
20232,11500,강서구,CS300013,유아의류,147.0,147.0,0.0,0.0,3.4,5.0,0.0
20232,11500,강서구,CS300012,한복점,14.0,14.0,7.1,1.0,0.0,0.0,0.0
20232,11500,강서구,CS300011,일반의류,1193.0,1199.0,2.0,24.0,3.2,38.0,6.0
20232,11500,강서구,CS300010,반찬가게,512.0,525.0,3.6,19.0,3.4,18.0,13.0
20232,11500,강서구,CS300009,청과상,562.0,562.0,0.9,5.0,2.1,12.0,0.0
20232,11500,강서구,CS300008,수산물판매,279.0,279.0,0.7,2.0,2.5,7.0,0.0
20232,11500,강서구,CS300007,육류판매,244.0,245.0,4.1,10.0,6.1,15.0,1.0
20232,11500,강서구,CS300006,미곡판매,97.0,97.0,1.0,1.0,4.1,4.0,0.0
20232,11500,강서구,CS300005,주류도매,44.0,44.0,2.3,1.0,0.0,0.0,0.0
20232,11500,강서구,CS300004,핸드폰,214.0,215.0,0.5,1.0,4.7,10.0,1.0
20232,11500,강서구,CS300003,컴퓨터및주변장치판매,374.0,374.0,1.3,5.0,1.1,4.0,0.0
20232,11500,강서구,CS300002,편의점,68.0,629.0,2.5,16.0,2.5,16.0,561.0
20232,11500,강서구,CS300001,슈퍼마켓,639.0,665.0,5.9,39.0,2.6,17.0,26.0
20232,11500,강서구,CS200047,가정용품임대,35.0,35.0,0.0,0.0,2.9,1.0,0.0
20232,11500,강서구,CS200046,의류임대,11.0,11.0,0.0,0.0,9.1,1.0,0.0
20232,11500,강서구,CS200045,비디오/서적임대,11.0,12.0,0.0,0.0,0.0,0.0,1.0
20232,11500,강서구,CS200044,여행사,234.0,234.0,0.9,2.0,1.3,3.0,0.0
20232,11500,강서구,CS200043,건축물청소,220.0,223.0,0.4,1.0,2.7,6.0,3.0
20232,11500,강서구,CS200042,통번역서비스,31.0,31.0,0.0,0.0,3.2,1.0,0.0
20232,11500,강서구,CS200041,사진관,210.0,210.0,0.5,1.0,1.9,4.0,0.0
20232,11500,강서구,CS200040,녹음실,32.0,32.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS200039,DVD방,20.0,21.0,33.3,7.0,14.3,3.0,1.0
20232,11500,강서구,CS200038,독서실,98.0,112.0,2.7,3.0,3.6,4.0,14.0
20232,11500,강서구,CS200037,노래방,323.0,336.0,2.1,7.0,3.0,10.0,13.0
20232,11500,강서구,CS200036,고시원,9.0,9.0,0.0,0.0,11.1,1.0,0.0
20232,11500,강서구,CS200035,게스트하우스,10.0,10.0,0.0,0.0,10.0,1.0,0.0
20232,11500,강서구,CS200034,여관,136.0,136.0,4.4,6.0,2.9,4.0,0.0
20232,11500,강서구,CS200033,부동산중개업,1646.0,1646.0,0.0,0.0,3.0,50.0,0.0
20232,11500,강서구,CS200032,가전제품수리,144.0,144.0,2.8,4.0,1.4,2.0,0.0
20232,11500,강서구,CS200031,세탁소,250.0,308.0,2.6,8.0,2.9,9.0,58.0
20232,11500,강서구,CS200030,피부관리실,543.0,556.0,8.1,45.0,1.3,7.0,13.0
20232,11500,강서구,CS200029,네일숍,230.0,235.0,0.0,0.0,4.3,10.0,5.0
20232,11500,강서구,CS200028,미용실,1010.0,1093.0,1.8,20.0,2.7,30.0,83.0
20232,11500,강서구,CS200027,모터사이클수리,20.0,20.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS200026,자동차미용,113.0,114.0,0.9,1.0,1.8,2.0,1.0
20232,11500,강서구,CS200025,자동차수리,239.0,267.0,1.9,5.0,0.7,2.0,28.0
20232,11500,강서구,CS200024,스포츠클럽,171.0,179.0,0.0,0.0,3.4,6.0,8.0
20232,11500,강서구,CS200023,통신기기수리,29.0,29.0,6.9,2.0,3.4,1.0,0.0
20232,11500,강서구,CS200022,복권방,27.0,27.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS200021,기타오락장,75.0,76.0,9.2,7.0,0.0,0.0,1.0
20232,11500,강서구,CS200020,전자게임장,16.0,16.0,0.0,0.0,12.5,2.0,0.0
20232,11500,강서구,CS200019,PC방,54.0,58.0,3.4,2.0,13.8,8.0,4.0
20232,11500,강서구,CS200018,볼링장,12.0,12.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS200017,골프연습장,111.0,121.0,4.1,5.0,1.7,2.0,10.0
20232,11500,강서구,CS200016,당구장,187.0,189.0,3.2,6.0,5.8,11.0,2.0
20232,11500,강서구,CS200015,세무사사무소,233.0,233.0,0.0,0.0,0.9,2.0,0.0
20232,11500,강서구,CS200014,회계사사무소,28.0,28.0,3.6,1.0,10.7,3.0,0.0
20232,11500,강서구,CS200013,기타법무서비스,69.0,69.0,1.4,1.0,4.3,3.0,0.0
20232,11500,강서구,CS200012,법무사사무소,61.0,61.0,0.0,0.0,1.6,1.0,0.0
20232,11500,강서구,CS200011,변리사사무소,16.0,16.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS200010,변호사사무소,17.0,17.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS200009,동물병원,46.0,48.0,2.1,1.0,2.1,1.0,2.0
20232,11500,강서구,CS200008,한의원,203.0,203.0,1.0,2.0,1.0,2.0,0.0
20232,11500,강서구,CS200007,치과의원,245.0,245.0,0.4,1.0,0.4,1.0,0.0
20232,11500,강서구,CS200006,일반의원,463.0,465.0,1.9,9.0,0.4,2.0,2.0
20232,11500,강서구,CS200005,스포츠 강습,361.0,370.0,6.2,23.0,5.7,21.0,9.0
20232,11500,강서구,CS200004,컴퓨터학원,14.0,14.0,0.0,0.0,0.0,0.0,0.0
20232,11500,강서구,CS200003,예술학원,428.0,459.0,3.7,17.0,2.8,13.0,31.0
20232,11500,강서구,CS200002,외국어학원,278.0,306.0,7.2,22.0,0.7,2.0,28.0
20232,11500,강서구,CS200001,일반교습학원,728.0,818.0,0.7,6.0,1.3,11.0,90.0
20232,11500,강서구,CS100010,커피-음료,769.0,1085.0,9.2,100.0,6.5,71.0,316.0
20232,11500,강서구,CS100009,호프-간이주점,401.0,471.0,4.2,20.0,4.9,23.0,70.0
20232,11500,강서구,CS100008,분식전문점,578.0,723.0,5.4,39.0,5.0,36.0,145.0
20232,11500,강서구,CS100007,치킨전문점,121.0,323.0,4.3,14.0,4.0,13.0,202.0
20232,11500,강서구,CS100006,패스트푸드점,158.0,311.0,4.8,15.0,3.5,11.0,153.0
20232,11500,강서구,CS100005,제과점,200.0,310.0,3.9,12.0,3.2,10.0,110.0
20232,11500,강서구,CS100004,양식음식점,257.0,292.0,4.5,13.0,4.8,14.0,35.0
20232,11500,강서구,CS100003,일식음식점,345.0,378.0,6.6,25.0,5.0,19.0,33.0
20232,11500,강서구,CS100002,중식음식점,241.0,260.0,9.6,25.0,9.2,24.0,19.0
20232,11500,강서구,CS100001,한식음식점,2751.0,3079.0,4.5,139.0,4.5,138.0,328.0
20232,11470,양천구,CS300043,전자상거래업,1911.0,1914.0,0.2,4.0,3.6,69.0,3.0
20232,11470,양천구,CS300042,주유소,45.0,45.0,0.0,0.0,0.0,0.0,0.0
20232,11470,양천구,CS300041,예술품,29.0,29.0,10.3,3.0,3.4,1.0,0.0
20232,11470,양천구,CS300040,재생용품 판매점,46.0,46.0,0.0,0.0,0.0,0.0,0.0
20232,11470,양천구,CS300039,모터사이클및부품,22.0,22.0,0.0,0.0,0.0,0.0,0.0
20232,11470,양천구,CS300038,자동차부품,90.0,92.0,0.0,0.0,0.0,0.0,2.0
20232,11470,양천구,CS300037,중고차판매,62.0,62.0,1.6,1.0,3.2,2.0,0.0
20232,11470,양천구,CS300036,조명용품,164.0,164.0,0.0,0.0,0.6,1.0,0.0
20232,11470,양천구,CS300035,인테리어,164.0,164.0,0.6,1.0,2.4,4.0,0.0
20232,11470,양천구,CS300034,악기,25.0,25.0,4.0,1.0,4.0,1.0,0.0
20232,11470,양천구,CS300033,철물점,99.0,99.0,3.0,3.0,3.0,3.0,0.0
20232,11470,양천구,CS300032,가전제품,103.0,103.0,1.9,2.0,0.0,0.0,0.0
20232,11470,양천구,CS300031,가구,74.0,74.0,0.0,0.0,6.8,5.0,0.0
20232,11470,양천구,CS300030,중고가구,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20232,11470,양천구,CS300029,애완동물,110.0,113.0,7.1,8.0,4.4,5.0,3.0
20232,11470,양천구,CS300028,화초,168.0,168.0,3.0,5.0,3.6,6.0,0.0
20232,11470,양천구,CS300027,섬유제품,118.0,118.0,4.2,5.0,1.7,2.0,0.0
20232,11470,양천구,CS300026,완구,38.0,38.0,2.6,1.0,5.3,2.0,0.0
